g = m/s²
Experimental Value of acceleration	Accepted Value of acceleration
139.261786,	0.034200
138.781554,	0.034400
138.313635,	0.034600
137.722579,	0.034800
137.254660,	0.035000
136.762114,	0.035200
136.269568,	0.035400
135.752395,	0.035600
135.321417,	0.035800
134.791930,	0.036000
134.311697,	0.036200
133.732956,	0.036400
133.215782,	0.036600
132.698609,	0.036800
132.132181,	0.037000
131.713517,	0.037200
131.220971,	0.037400
130.642229,	0.037600
130.186624,	0.037800
129.607883,	0.038000
129.164592,	0.038200
128.635105,	0.038400
128.130245,	0.038600
127.637699,	0.038800
126.886567,	0.039000
126.603353,	0.039200
126.073866,	0.039400
125.544380,	0.039600
125.027207,	0.039800
124.559288,	0.040000
124.054429,	0.040200
123.451060,	0.040400
122.946201,	0.040600
122.478282,	0.040800
121.924169,	0.041000
121.419309,	0.041200
120.963705,	0.041400
120.409591,	0.041600
119.769281,	0.041800
119.362931,	0.042000
118.833445,	0.042200
118.303958,	0.042400
117.823726,	0.042600
117.306554,	0.042800
116.752440,	0.043000
116.173699,	0.043200
115.730408,	0.043400
115.176294,	0.043600
114.683749,	0.043800
114.178890,	0.044000
113.600149,	0.044200
113.144545,	0.044400
112.565804,	0.044600
112.048631,	0.044800
111.556086,	0.045000
110.977345,	0.045200
110.497113,	0.045400
109.918373,	0.045600
109.462768,	0.045800
108.920968,	0.046000
108.354541,	0.046200
107.849683,	0.046400
107.258628,	0.046600
106.803024,	0.046800
106.261224,	0.047000
105.670170,	0.047200
105.214566,	0.047400
104.672766,	0.047600
104.130967,	0.047800
103.576853,	0.048000
103.145876,	0.048200
102.567136,	0.048400
101.988395,	0.048600
101.471223,	0.048800
100.978678,	0.049000
100.461506,	0.049200
99.845825,	0.049400
99.353280,	0.049600
98.836107,	0.049800
98.294308,	0.050000
97.777136,	0.050200
97.223023,	0.050400
96.668910,	0.050600
96.102483,	0.050800
95.609938,	0.051000
95.117394,	0.051200
94.538653,	0.051400
93.984540,	0.051600
93.467368,	0.051800
92.913256,	0.052000
92.346829,	0.052200
91.866598,	0.052400
91.177035,	0.052600
90.770686,	0.052800
90.228887,	0.053000
89.650147,	0.053200
89.108348,	0.053400
88.541921,	0.053600
88.049377,	0.053800
87.532205,	0.054000
86.953465,	0.054200
86.436293,	0.054400
85.857553,	0.054600
85.352695,	0.054800
84.761642,	0.055000
83.912002,	0.055200
83.665730,	0.055400
83.136245,	0.055600
82.557505,	0.055800
82.028020,	0.056000
81.449280,	0.056200
80.969049,	0.056400
80.365682,	0.056600
79.799256,	0.056800
79.269771,	0.057000
78.715658,	0.057200
78.198487,	0.057400
77.619747,	0.057600
76.954812,	0.057800
76.474582,	0.058000
75.957410,	0.058200
75.378671,	0.058400
74.824558,	0.058600
74.282760,	0.058800
73.753274,	0.059000
73.162221,	0.059200
72.583482,	0.059400
72.078624,	0.059600
71.499885,	0.059800
70.945773,	0.060000
70.403974,	0.060200
69.812921,	0.060400
69.283436,	0.060600
68.704697,	0.060800
68.138271,	0.061000
67.608786,	0.061200
67.079301,	0.061400
66.438994,	0.061600
65.921823,	0.061800
65.355397,	0.062000
64.813599,	0.062200
64.234860,	0.062400
63.680748,	0.062600
63.138949,	0.062800
62.572524,	0.063000
61.993785,	0.063200
61.439673,	0.063400
60.860934,	0.063600
60.294508,	0.063800
59.765023,	0.064000
59.124716,	0.064200
58.644486,	0.064400
58.053434,	0.064600
57.462381,	0.064800
56.908269,	0.065000
56.317217,	0.065200
55.221307,	0.065400
55.233620,	0.065600
54.654881,	0.065800
54.125397,	0.066000
53.534344,	0.066200
52.943292,	0.066400
52.352240,	0.066600
51.810442,	0.066800
51.207076,	0.067000
50.665278,	0.067200
50.123480,	0.067400
49.495486,	0.067600
48.953688,	0.067800
48.374950,	0.068000
47.734643,	0.068200
47.242099,	0.068400
46.638734,	0.068600
46.035368,	0.068800
45.493570,	0.069000
44.853263,	0.069200
44.360720,	0.069400
43.708100,	0.069600
43.153988,	0.069800
42.599877,	0.070000
42.033452,	0.070200
41.257696,	0.070400
40.839034,	0.070600
40.284923,	0.070800
39.656930,	0.071000
39.115132,	0.071200
38.548707,	0.071400
37.920715,	0.071600
37.341976,	0.071800
36.775551,	0.072000
36.172186,	0.072200
35.630388,	0.072400
35.051650,	0.072600
34.386716,	0.072800
33.881860,	0.073000
33.278494,	0.073200
32.687442,	0.073400
32.096390,	0.073600
31.493025,	0.073800
30.938914,	0.074000
30.360176,	0.074200
29.719869,	0.074400
29.178072,	0.074600
28.574707,	0.074800
27.959028,	0.075000
27.404917,	0.075200
26.776924,	0.075400
26.222813,	0.075600
25.619448,	0.075800
25.040710,	0.076000
24.437345,	0.076200
23.870920,	0.076400
23.255241,	0.076600
22.639563,	0.076800
22.048511,	0.077000
21.482087,	0.077200
20.878721,	0.077400
20.299983,	0.077600
19.696618,	0.077800
19.080940,	0.078000
18.489888,	0.078200
17.886523,	0.078400
17.307785,	0.078600
16.716734,	0.078800
16.113369,	0.079000
15.510004,	0.079200
14.931266,	0.079400
14.315587,	0.079600
13.650654,	0.079800
13.133484,	0.080000
12.493179,	0.080200
11.914441,	0.080400
11.286449,	0.080600
10.695397,	0.080800
10.128973,	0.081000
9.451727,	0.081200
8.909930,	0.081400
8.306565,	0.081600
7.703200,	0.081800
7.112149,	0.082000
6.484157,	0.082200
5.819225,	0.082400
5.240487,	0.082600
4.698690,	0.082800
4.046071,	0.083000
3.467333,	0.083200
2.863969,	0.083400
2.211350,	0.083600
1.657239,	0.083800
1.016934,	0.084000
0.425883,	0.084200
-0.152855,	0.084400
-0.768533,	0.084600
-1.962949,	0.084800
-1.999889,	0.085000
-2.615567,	0.085200
-3.243559,	0.085400
-3.859237,	0.085600
-4.437975,	0.085800
-5.065966,	0.086000
-5.669331,	0.086200
-6.285009,	0.086400
-6.913001,	0.086600
-7.528679,	0.086800
-8.107416,	0.087000
-8.760035,	0.087200
-9.375713,	0.087400
-9.991391,	0.087600
-10.607069,	0.087800
-11.259687,	0.088000
-11.863052,	0.088200
-12.454103,	0.088400
-13.069781,	0.088600
-13.722399,	0.088800
-14.325764,	0.089000
-14.941441,	0.089200
-15.717196,	0.089400
-16.160484,	0.089600
-16.800789,	0.089800
-17.441094,	0.090000
-18.019831,	0.090200
-18.647822,	0.090400
-19.300441,	0.090600
-19.928432,	0.090800
-20.531796,	0.091000
-21.147474,	0.091200
-21.800092,	0.091400
-22.391143,	0.091600
-23.031448,	0.091800
-23.671753,	0.092000
-24.275117,	0.092200
-24.903108,	0.092400
-25.543413,	0.092600
-26.208345,	0.092800
-26.799395,	0.093000
-27.427386,	0.093200
-28.043064,	0.093400
-28.658742,	0.093600
-29.286733,	0.093800
-30.247190,	0.094000
-30.579656,	0.094200
-31.195333,	0.094400
-31.847952,	0.094600
-32.463629,	0.094800
-33.091620,	0.095000
-33.719611,	0.095200
-34.372230,	0.095400
-34.975593,	0.095600
-35.615898,	0.095800
-36.305457,	0.096000
-36.982702,	0.096200
-37.524498,	0.096400
-38.164803,	0.096600
-38.829734,	0.096800
-39.433098,	0.097000
-40.073403,	0.097200
-40.738334,	0.097400
-41.366325,	0.097600
-42.018943,	0.097800
-42.634621,	0.098000
-43.287239,	0.098200
-44.062992,	0.098400
-44.543221,	0.098600
-45.195839,	0.098800
-45.836143,	0.099000
-46.464134,	0.099200
-47.092125,	0.099400
-47.769370,	0.099600
-48.409674,	0.099800
-49.049979,	0.100000
-49.677969,	0.100200
-50.330587,	0.100400
-50.983205,	0.100600
-51.623509,	0.100800
-52.251500,	0.101000
-52.904118,	0.101200
-53.556736,	0.101400
-54.172413,	0.101600
-54.861972,	0.101800
-55.489962,	0.102000
-56.130267,	0.102200
-56.782884,	0.102400
-57.423189,	0.102600
-58.075806,	0.102800
-58.716111,	0.103000
-59.368728,	0.103200
-60.033660,	0.103400
-60.673964,	0.103600
-61.351209,	0.103800
-62.028453,	0.104000
-62.644130,	0.104200
-63.296748,	0.104400
-63.924739,	0.104600
-64.589670,	0.104800
-65.254601,	0.105000
-65.894905,	0.105200
-66.584464,	0.105400
-67.224768,	0.105600
-67.865072,	0.105800
-68.542316,	0.106000
-69.170307,	0.106200
-69.847552,	0.106400
-70.500169,	0.106600
-71.202041,	0.106800
-71.817718,	0.107000
-72.630411,	0.107200
-73.110639,	0.107400
-73.775571,	0.107600
-74.477442,	0.107800
-75.130060,	0.108000
-75.807304,	0.108200
-76.447608,	0.108400
-77.100226,	0.108600
-77.789784,	0.108800
-78.430088,	0.109000
-79.107333,	0.109200
-79.833831,	0.109400
-80.437195,	0.109600
-81.102126,	0.109800
-81.742429,	0.110000
-82.431988,	0.110200
-83.133859,	0.110400
-83.774163,	0.110600
-84.451407,	0.110800
-85.128652,	0.111000
-85.793583,	0.111200
-86.446200,	0.111400
-87.074191,	0.111600
-87.776062,	0.111800
-88.477934,	0.112000
-89.142865,	0.112200
-89.820109,	0.112400
-90.497353,	0.112600
-91.149971,	0.112800
-91.802588,	0.113000
-92.467519,	0.113200
-93.157077,	0.113400
-93.945143,	0.113600
-94.511566,	0.113800
-95.176497,	0.114000
-95.866055,	0.114200
-96.543299,	0.114400
-97.208230,	0.114600
-97.873161,	0.114800
-98.562718,	0.115000
-99.264590,	0.115200
-99.917207,	0.115400
-100.594451,	0.115600
-101.271696,	0.115800
-101.985881,	0.116000
-102.675439,	0.116200
-103.364996,	0.116400
-104.017614,	0.116600
-104.731799,	0.116800
-105.372102,	0.117000
-106.073974,	0.117200
-106.751218,	0.117400
-107.453089,	0.117600
-108.216528,	0.117800
-108.807578,	0.118000
-109.484822,	0.118200
-110.149753,	0.118400
-110.876251,	0.118600
-111.553495,	0.118800
-112.292307,	0.119000
-112.932611,	0.119200
-113.622169,	0.119400
-114.336353,	0.119600
-115.001284,	0.119800
-115.678528,	0.120000
-116.380400,	0.120200
-117.106898,	0.120400
-117.759515,	0.120600
-118.449073,	0.120800
-119.138631,	0.121000
-119.852815,	0.121200
-120.554687,	0.121400
-121.231931,	0.121600
-121.933802,	0.121800
-122.647987,	0.122000
-123.300604,	0.122200
-124.014789,	0.122400
-124.692033,	0.122600
-125.430845,	0.122800
-126.145029,	0.123000
-126.809960,	0.123200
-127.474891,	0.123400
-128.189075,	0.123600
-128.866320,	0.123800
-129.715953,	0.124000
-130.282375,	0.124200
-131.008874,	0.124400
-131.686118,	0.124600
-132.375676,	0.124800
-133.126801,	0.125000
-133.754791,	0.125200
-134.481289,	0.125400
-135.183160,	0.125600
-135.897345,	0.125800
-136.660784,	0.126000
-137.288774,	0.126200
-137.990645,	0.126400
-138.680203,	0.126600
-139.419014,	0.126800
-140.157826,	0.127000
-140.835070,	0.127200
-141.500001,	0.127400
-142.214186,	0.127600
-142.940684,	0.127800
-143.654868,	0.128000
-144.319799,	0.128200
-145.083238,	0.128400
-145.760482,	0.128600
-146.462353,	0.128800
-147.201165,	0.129000
-147.890722,	0.129200
-148.592594,	0.129400
-149.331405,	0.129600
-150.045590,	0.129800
-150.747461,	0.130000
-151.437019,	0.130200
-152.163517,	0.130400
-152.865388,	0.130600
-153.591886,	0.130800
-154.293758,	0.131000
-155.057196,	0.131200
-155.709813,	0.131400
-156.460939,	0.131600
-157.138183,	0.131800
-157.889308,	0.132000
-158.578866,	0.132200
-159.293050,	0.132400
-160.019548,	0.132600
-160.770674,	0.132800
-161.521799,	0.133000
-162.199043,	0.133200
-162.937855,	0.133400
-163.627412,	0.133600
-164.415478,	0.133800
-165.191231,	0.134000
-165.819221,	0.134200
-166.545719,	0.134400
-167.272217,	0.134600
-167.998715,	0.134800
-168.762154,	0.135000
-169.488652,	0.135200
-170.190524,	0.135400
-170.929335,	0.135600
-171.643520,	0.135800
-172.936441,	0.136000
-173.121144,	0.136200
-173.823015,	0.136400
-174.586454,	0.136600
-175.288325,	0.136800
-176.027136,	0.137000
-176.753635,	0.137200
-177.529387,	0.137400
-178.231258,	0.137600
-178.933129,	0.137800
-179.684255,	0.138000
-180.410753,	0.138200
-181.198819,	0.138400
-181.876063,	0.138600
-182.651816,	0.138800
-183.341373,	0.139000
-184.067871,	0.139200
-184.892878,	0.139400
-185.607063,	0.139600
-186.296620,	0.139800
-187.047746,	0.140000
-187.786558,	0.140200
-188.500742,	0.140400
-189.288808,	0.140600
-190.039934,	0.140800
-190.766432,	0.141000
-191.492930,	0.141200
-192.182488,	0.141400
-192.970554,	0.141600
-193.758620,	0.141800
-194.509746,	0.142000
-195.162363,	0.142200
-195.901175,	0.142400
-196.676927,	0.142600
-197.391112,	0.142800
-198.117610,	0.143000
-198.930303,	0.143200
-199.632175,	0.143400
-200.358673,	0.143600
-201.048231,	0.143800
-201.811670,	0.144000
-202.562795,	0.144200
-203.313921,	0.144400
-204.077360,	0.144600
-204.754604,	0.144800
-205.518043,	0.145000
-206.269169,	0.145200
-207.020294,	0.145400
-207.759106,	0.145600
-208.485605,	0.145800
-209.261357,	0.146000
-209.975542,	0.146200
-210.738981,	0.146400
-211.502420,	0.146600
-212.228919,	0.146800
-212.980044,	0.147000
-213.706543,	0.147200
-214.543863,	0.147400
-215.331929,	0.147600
-215.947606,	0.147800
-216.760299,	0.148000
-217.425230,	0.148200
-218.200983,	0.148400
-218.902854,	0.148600
-219.703234,	0.148800
-220.466673,	0.149000
-221.242426,	0.149200
-222.005865,	0.149400
-222.720050,	0.149600
-223.508117,	0.149800
-224.234615,	0.150000
-224.998054,	0.150200
-225.724553,	0.150400
-226.537247,	0.150600
-227.312999,	0.150800
-228.027184,	0.151000
-228.790624,	0.151200
-229.554063,	0.151400
-230.280562,	0.151600
-231.080942,	0.151800
-231.881322,	0.152000
-232.632447,	0.152200
-233.346633,	0.152400
-234.122386,	0.152600
-234.885825,	0.152800
-235.636951,	0.153000
-236.498898,	0.153200
-237.213084,	0.153400
-237.976523,	0.153600
-238.715335,	0.153800
-239.491088,	0.154000
-240.242214,	0.154200
-241.017967,	0.154400
-241.830661,	0.154600
-242.581787,	0.154800
-243.345226,	0.155000
-244.108666,	0.155200
-244.896733,	0.155400
-245.647859,	0.155600
-246.435925,	0.155800
-247.248619,	0.156000
-247.987431,	0.156200
-248.775498,	0.156400
-249.526624,	0.156600
-250.327004,	0.156800
-251.041190,	0.157000
-251.792316,	0.157200
-252.580383,	0.157400
-253.368450,	0.157600
-254.193457,	0.157800
-254.907642,	0.158000
-255.708023,	0.158200
-256.434522,	0.158400
-257.271843,	0.158600
-258.269240,	0.158800
-258.786409,	0.159000
-259.562162,	0.159200
-260.387170,	0.159400
-261.150610,	0.159600
-261.901736,	0.159800
-262.714430,	0.160000
-263.477870,	0.160200
-264.241310,	0.160400
-265.078631,	0.160600
-265.854384,	0.160800
-266.667078,	0.161000
-267.368951,	0.161200
-268.157018,	0.161400
-268.908144,	0.161600
-269.720838,	0.161800
-270.459651,	0.162000
-271.296973,	0.162200
-272.195862,	0.162400
-272.848480,	0.162600
-273.611920,	0.162800
-274.399987,	0.163000
-275.175741,	0.163200
-275.939181,	0.163400
-276.727248,	0.163600
-277.527629,	0.163800
-278.291069,	0.164000
-279.177645,	0.164200
-279.842577,	0.164400
-280.667585,	0.164600
-281.455652,	0.164800
-282.256033,	0.165000
-282.994846,	0.165200
-283.819854,	0.165400
-284.632549,	0.165600
-285.383675,	0.165800
-286.775107,	0.166000
-286.984437,	0.166200
-287.809446,	0.166400
-288.511318,	0.166600
-289.360954,	0.166800
-290.136708,	0.167000
-290.912462,	0.167200
-291.774411,	0.167400
-292.611732,	0.167600
-293.387487,	0.167800
-294.163241,	0.168000
-294.988249,	0.168200
-295.776317,	0.168400
-296.576698,	0.168600
-297.389393,	0.168800
-298.214401,	0.169000
-298.977842,	0.169200
-299.827478,	0.169400
-300.714054,	0.169600
-301.440554,	0.169800
-302.277876,	0.170000
-303.004376,	0.170200
-303.878639,	0.170400
-304.629766,	0.170600
-305.442462,	0.170800
-306.255157,	0.171000
-307.092479,	0.171200
-307.942115,	0.171400
-308.717869,	0.171600
-309.604446,	0.171800
-310.355573,	0.172000
-311.180582,	0.172200
-312.042532,	0.172400
-312.867541,	0.172600
-313.655609,	0.172800
-314.455991,	0.173000
-315.268686,	0.173200
-316.081382,	0.173400
-316.881763,	0.173600
-317.719086,	0.173800
-318.593349,	0.174000
-319.369104,	0.174200
-320.144859,	0.174400
-321.068377,	0.174600
-321.930327,	0.174800
-322.644514,	0.175000
-323.444896,	0.175200
-324.294532,	0.175400
-325.156482,	0.175600
-325.907610,	0.175800
-326.781874,	0.176000
-327.569942,	0.176200
-328.431893,	0.176400
-329.404665,	0.176600
-330.044971,	0.176800
-330.906921,	0.177000
-331.719617,	0.177200
-332.556940,	0.177400
-333.418890,	0.177600
-334.231586,	0.177800
-335.093537,	0.178000
-335.881606,	0.178200
-336.669675,	0.178400
-337.519311,	0.178600
-338.307380,	0.178800
-339.169331,	0.179000
-339.920459,	0.179200
-340.868605,	0.179400
-341.668988,	0.179600
-342.555565,	0.179800
-343.873119,	0.180000
-344.193272,	0.180200
-345.042909,	0.180400
-345.966428,	0.180600
-346.705243,	0.180800
-347.530253,	0.181000
-348.392203,	0.181200
-349.217214,	0.181400
-350.029910,	0.181600
-350.830293,	0.181800
-351.667617,	0.182000
-352.504941,	0.182200
-353.391519,	0.182400
-354.241157,	0.182600
-355.090794,	0.182800
-355.928118,	0.183000
-356.839324,	0.183200
-357.725902,	0.183400
-358.427777,	0.183600
-359.338983,	0.183800
-360.163993,	0.184000
-361.062885,	0.184200
-361.801701,	0.184400
-362.725220,	0.184600
-363.587172,	0.184800
-364.412183,	0.185000
-365.212566,	0.185200
-366.148399,	0.185400
-366.936469,	0.185600
-367.810735,	0.185800
-368.660373,	0.186000
-369.497697,	0.186200
-370.335022,	0.186400
-371.246228,	0.186600
-372.280570,	0.186800
-372.933191,	0.187000
-373.832084,	0.187200
-374.632468,	0.187400
-375.519047,	0.187600
-376.356372,	0.187800
-377.255265,	0.188000
-378.129531,	0.188200
-379.016110,	0.188400
-379.890376,	0.188600
-380.727701,	0.188800
-381.614281,	0.189000
-382.500860,	0.189200
-383.313558,	0.189400
-384.200138,	0.189600
-385.111345,	0.189800
-386.010238,	0.190000
-386.785995,	0.190200
-387.684889,	0.190400
-388.522214,	0.190600
-389.445735,	0.190800
-390.283060,	0.191000
-391.181954,	0.191200
-392.031593,	0.191400
-392.942800,	0.191600
-393.730872,	0.191800
-394.666706,	0.192000
-395.516346,	0.192200
-396.415239,	0.192400
-397.264879,	0.192600
-398.176086,	0.192800
-399.025726,	0.193000
-399.912306,	0.193200
-400.725005,	0.193400
-401.648527,	0.193600
-402.547421,	0.193800
-403.421688,	0.194000
-404.295955,	0.194200
-405.170222,	0.194400
-406.069116,	0.194600
-406.943383,	0.194800
-407.780710,	0.195000
-408.728859,	0.195200
-409.553872,	0.195400
-410.526648,	0.195600
-411.327034,	0.195800
-412.238242,	0.196000
-413.112510,	0.196200
-414.036032,	0.196400
-414.861045,	0.196600
-415.784567,	0.196800
-416.646521,	0.197000
-417.545416,	0.197200
-418.444311,	0.197400
-419.306265,	0.197600
-420.242101,	0.197800
-421.104056,	0.198000
-422.002951,	0.198200
-422.864905,	0.198400
-423.763801,	0.198600
-424.662696,	0.198800
-425.524651,	0.199000
-426.448173,	0.199200
-427.359383,	0.199400
-428.270592,	0.199600
-429.329565,	0.199800
-430.006815,	0.200000
-430.856456,	0.200200
-431.792293,	0.200400
-432.654248,	0.200600
-433.565458,	0.200800
-434.452040,	0.201000
-435.375563,	0.201200
-436.249832,	0.201400
-437.148728,	0.201600
-437.986056,	0.201800
-438.921893,	0.202000
-439.759222,	0.202200
-440.645804,	0.202400
-441.569328,	0.202600
-442.443597,	0.202800
-443.453317,	0.203000
-444.155195,	0.203200
-445.091032,	0.203400
-445.989929,	0.203600
-446.888826,	0.203800
-447.750782,	0.204000
-448.661992,	0.204200
-449.536262,	0.204400
-450.447472,	0.204600
-451.198606,	0.204800
-493.483775,	0.205000
-529.033474,	0.205200
-529.021160,	0.205400
-529.021160,	0.205600
-529.021160,	0.205800
-529.021160,	0.206000
-529.021160,	0.206200
-529.033474,	0.206400
-529.021160,	0.206600
-529.008846,	0.206800
-529.021160,	0.207000
-529.021160,	0.207200
-529.021160,	0.207400
-529.021160,	0.207600
-529.021160,	0.207800
-529.021160,	0.208000
-529.021160,	0.208200
-529.021160,	0.208400
-529.008846,	0.208600
-529.021160,	0.208800
-529.021160,	0.209000
-529.021160,	0.209200
-529.021160,	0.209400
-529.021160,	0.209600
-529.021160,	0.209800
-529.021160,	0.210000
-529.021160,	0.210200
-529.021160,	0.210400
-529.021160,	0.210600
-529.021160,	0.210800
-529.021160,	0.211000
-529.021160,	0.211200
-529.021160,	0.211400
-529.021160,	0.211600
-529.021160,	0.211800
-529.021160,	0.212000
-529.021160,	0.212200
-529.021160,	0.212400
-529.008846,	0.212600
-529.021160,	0.212800
-529.021160,	0.213000
-529.021160,	0.213200
-529.021160,	0.213400
-529.021160,	0.213600
-529.021160,	0.213800
-529.021160,	0.214000
-529.021160,	0.214200
-529.021160,	0.214400
-529.021160,	0.214600
-529.021160,	0.214800
-529.033474,	0.215000
-529.033474,	0.215200
-529.033474,	0.215400
-529.033474,	0.215600
-529.033474,	0.215800
-529.021160,	0.216000
-529.021160,	0.216200
-529.021160,	0.216400
-529.021160,	0.216600
-529.021160,	0.216800
-529.033474,	0.217000
-529.021160,	0.217200
-529.033474,	0.217400
-529.021160,	0.217600
-529.021160,	0.217800
-529.021160,	0.218000
-529.021160,	0.218200
-529.033474,	0.218400
-529.033474,	0.218600
-529.033474,	0.218800
-529.021160,	0.219000
-529.021160,	0.219200
-529.021160,	0.219400
-529.008846,	0.219600
-529.033474,	0.219800
-529.021160,	0.220000
-529.021160,	0.220200
-529.021160,	0.220400
-529.021160,	0.220600
-529.021160,	0.220800
-529.021160,	0.221000
-529.021160,	0.221200
-529.021160,	0.221400
-529.021160,	0.221600
-529.021160,	0.221800
-529.033474,	0.222000
-529.021160,	0.222200
-529.021160,	0.222400
-529.021160,	0.222600
-529.021160,	0.222800
-529.021160,	0.223000
-529.021160,	0.223200
-529.021160,	0.223400
-529.021160,	0.223600
-529.021160,	0.223800
-529.021160,	0.224000
-529.021160,	0.224200
-529.021160,	0.224400
-529.021160,	0.224600
-529.021160,	0.224800
-529.021160,	0.225000
-529.021160,	0.225200
-529.021160,	0.225400
-529.021160,	0.225600
-529.021160,	0.225800
-529.008846,	0.226000
-529.033474,	0.226200
-529.021160,	0.226400
-529.021160,	0.226600
-529.021160,	0.226800
-529.021160,	0.227000
-529.033474,	0.227200
-529.021160,	0.227400
-529.021160,	0.227600
-529.021160,	0.227800
-529.021160,	0.228000
-529.021160,	0.228200
-529.033474,	0.228400
-529.021160,	0.228600
-529.021160,	0.228800
-529.033474,	0.229000
-529.021160,	0.229200
-529.021160,	0.229400
-529.021160,	0.229600
-529.021160,	0.229800
-529.021160,	0.230000
-529.021160,	0.230200
-529.021160,	0.230400
-529.021160,	0.230600
-529.021160,	0.230800
-529.033474,	0.231000
-529.021160,	0.231200
-529.021160,	0.231400
-529.033474,	0.231600
-529.021160,	0.231800
-529.021160,	0.232000
-529.033474,	0.232200
-529.021160,	0.232400
-529.021160,	0.232600
-529.021160,	0.232800
-529.021160,	0.233000
-529.021160,	0.233200
-529.021160,	0.233400
-529.021160,	0.233600
-529.021160,	0.233800
-529.021160,	0.234000
-529.021160,	0.234200
-529.033474,	0.234400
-529.021160,	0.234600
-529.021160,	0.234800
-529.021160,	0.235000
-529.021160,	0.235200
-529.021160,	0.235400
-529.021160,	0.235600
-529.021160,	0.235800
-529.021160,	0.236000
-529.033474,	0.236200
-529.021160,	0.236400
-529.021160,	0.236600
-529.021160,	0.236800
-529.021160,	0.237000
-529.021160,	0.237200
-529.033474,	0.237400
-529.021160,	0.237600
-529.021160,	0.237800
-529.008846,	0.238000
-529.021160,	0.238200
-529.021160,	0.238400
