g = m/s²
Experimental Value of acceleration	Accepted Value of acceleration
148.373895,	0.030600
147.881348,	0.030800
147.438056,	0.031000
146.970137,	0.031200
146.391395,	0.031400
145.898849,	0.031600
145.406302,	0.031800
144.938383,	0.032000
144.458150,	0.032200
144.014858,	0.032400
143.522312,	0.032600
143.042079,	0.032800
142.475651,	0.033000
141.983105,	0.033200
141.465931,	0.033400
140.973385,	0.033600
140.468525,	0.033800
140.000606,	0.034000
139.495746,	0.034200
138.953945,	0.034400
138.498340,	0.034600
138.018107,	0.034800
137.414738,	0.035000
136.983760,	0.035200
136.491214,	0.035400
136.084863,	0.035600
135.518435,	0.035800
135.025889,	0.036000
134.533343,	0.036200
133.966915,	0.036400
133.474369,	0.036600
132.944882,	0.036800
132.538532,	0.037000
132.009045,	0.037200
131.467244,	0.037400
130.974698,	0.037600
130.408270,	0.037800
129.928038,	0.038000
129.386237,	0.038200
129.004514,	0.038400
128.462714,	0.038600
128.093304,	0.038800
127.514563,	0.039000
126.898881,	0.039200
126.394021,	0.039400
125.790653,	0.039600
125.371989,	0.039800
124.854816,	0.040000
124.534661,	0.040200
123.931292,	0.040400
123.315610,	0.040600
122.847692,	0.040800
122.232010,	0.041000
121.887228,	0.041200
121.370055,	0.041400
120.889823,	0.041600
120.323395,	0.041800
119.707713,	0.042000
119.289049,	0.042200
118.710308,	0.042400
118.279331,	0.042600
117.725217,	0.042800
117.220358,	0.043000
116.764754,	0.043200
116.149072,	0.043400
115.558017,	0.043600
115.139353,	0.043800
114.720690,	0.044000
114.105008,	0.044200
113.587835,	0.044400
113.119917,	0.044600
112.405726,	0.044800
111.974749,	0.045000
111.531458,	0.045200
111.051227,	0.045400
110.460172,	0.045600
109.979941,	0.045800
109.450455,	0.046000
108.822459,	0.046200
108.428423,	0.046400
107.886623,	0.046600
107.344824,	0.046800
106.803024,	0.047000
106.261224,	0.047200
105.879502,	0.047400
105.251507,	0.047600
104.685080,	0.047800
104.204848,	0.048000
103.650735,	0.048200
103.145876,	0.048400
102.641018,	0.048600
102.271609,	0.048800
101.582046,	0.049000
101.015619,	0.049200
100.498447,	0.049400
99.956647,	0.049600
99.525670,	0.049800
98.897676,	0.050000
98.466699,	0.050200
97.875645,	0.050400
97.346159,	0.050600
96.816673,	0.050800
96.324128,	0.051000
95.782329,	0.051200
95.252843,	0.051400
94.538653,	0.051600
94.193872,	0.051800
93.689014,	0.052000
93.134901,	0.052200
92.580788,	0.052400
92.026675,	0.052600
91.632639,	0.052800
91.016958,	0.053000
90.438218,	0.053200
89.871792,	0.053400
89.317679,	0.053600
88.886703,	0.053800
88.307963,	0.054000
87.803104,	0.054200
87.261305,	0.054400
86.670252,	0.054600
86.202334,	0.054800
85.685163,	0.055000
85.106423,	0.055200
84.552310,	0.055400
83.825807,	0.055600
83.468712,	0.055800
82.951540,	0.056000
82.434369,	0.056200
81.818688,	0.056400
81.227635,	0.056600
80.821286,	0.056800
80.168664,	0.057000
79.688433,	0.057200
79.134321,	0.057400
78.641777,	0.057600
78.099978,	0.057800
77.533552,	0.058000
76.930185,	0.058200
76.413014,	0.058400
75.834274,	0.058600
75.341730,	0.058800
74.787617,	0.059000
74.245819,	0.059200
73.765588,	0.059400
73.162221,	0.059600
72.632736,	0.059800
72.078624,	0.060000
71.450630,	0.060200
71.007341,	0.060400
70.465542,	0.060600
69.800607,	0.060800
69.209554,	0.061000
68.729324,	0.061200
68.261407,	0.061400
67.658041,	0.061600
67.079301,	0.061800
66.599071,	0.062000
66.008018,	0.062200
65.441592,	0.062400
64.973676,	0.062600
64.333368,	0.062800
63.890079,	0.063000
63.262085,	0.063200
62.634092,	0.063400
62.116921,	0.063600
61.587436,	0.063800
61.033324,	0.064000
60.479212,	0.064200
59.888159,	0.064400
59.432556,	0.064600
58.792249,	0.064800
58.225824,	0.065000
57.659399,	0.065200
57.142228,	0.065400
56.588116,	0.065600
56.046318,	0.065800
55.393697,	0.066000
54.987348,	0.066200
54.359355,	0.066400
53.755989,	0.066600
53.238818,	0.066800
52.672393,	0.067000
52.093654,	0.067200
51.539543,	0.067400
50.973117,	0.067600
50.443633,	0.067800
49.827953,	0.068000
49.212274,	0.068200
48.744357,	0.068400
48.153305,	0.068600
47.549939,	0.068800
46.983514,	0.069000
46.429403,	0.069200
45.875291,	0.069400
45.370434,	0.069600
44.730127,	0.069800
44.262211,	0.070000
43.634218,	0.070200
43.030852,	0.070400
42.489055,	0.070600
41.898003,	0.070800
41.319264,	0.071000
40.752839,	0.071200
40.223355,	0.071400
39.644616,	0.071600
39.115132,	0.071800
38.462512,	0.072000
37.969969,	0.072200
37.329663,	0.072400
36.763238,	0.072600
36.196813,	0.072800
35.642702,	0.073000
35.076277,	0.073200
34.485225,	0.073400
33.931114,	0.073600
33.315435,	0.073800
32.724383,	0.074000
32.194899,	0.074200
31.628474,	0.074400
31.111304,	0.074600
30.446371,	0.074800
29.904573,	0.075000
29.325835,	0.075200
28.685529,	0.075400
28.229926,	0.075600
27.577307,	0.075800
26.924687,	0.076000
26.469085,	0.076200
25.853406,	0.076400
25.225414,	0.076600
24.658989,	0.076800
24.104878,	0.077000
23.538454,	0.077200
22.922775,	0.077400
22.442545,	0.077600
21.814553,	0.077800
21.149620,	0.078000
20.607823,	0.078200
20.041398,	0.078400
19.438033,	0.078600
18.846982,	0.078800
18.255930,	0.079000
17.689506,	0.079200
17.073827,	0.079400
16.532030,	0.079600
15.916351,	0.079800
15.312986,	0.080000
14.808130,	0.080200
14.192451,	0.080400
13.564459,	0.080600
13.108857,	0.080800
12.406984,	0.081000
11.791305,	0.081200
11.286449,	0.081400
10.658457,	0.081600
10.042778,	0.081800
9.476354,	0.082000
8.897616,	0.082200
8.257311,	0.082400
7.703200,	0.082600
7.124463,	0.082800
6.496471,	0.083000
5.966987,	0.083200
5.314368,	0.083400
4.735631,	0.083600
4.181520,	0.083800
3.516588,	0.084000
2.962477,	0.084200
2.432994,	0.084400
1.768061,	0.084600
1.152383,	0.084800
0.401256,	0.085000
-0.263677,	0.085200
-0.620770,	0.085400
-1.174881,	0.085600
-1.790559,	0.085800
-2.406237,	0.086000
-2.984974,	0.086200
-3.551398,	0.086400
-4.216331,	0.086600
-4.745814,	0.086800
-5.410746,	0.087000
-6.001797,	0.087200
-6.518967,	0.087400
-7.159272,	0.087600
-7.824204,	0.087800
-8.292119,	0.088000
-8.993992,	0.088200
-9.634298,	0.088400
-10.163781,	0.088600
-10.791772,	0.088800
-11.370509,	0.089000
-11.973874,	0.089200
-12.601865,	0.089400
-13.205230,	0.089600
-13.820908,	0.089800
-14.387331,	0.090000
-14.978382,	0.090200
-15.594060,	0.090400
-16.234365,	0.090600
-16.788475,	0.090800
-17.428780,	0.091000
-18.069085,	0.091200
-18.610881,	0.091400
-19.251186,	0.091600
-19.817610,	0.091800
-20.482542,	0.092000
-21.048965,	0.092200
-21.664643,	0.092400
-22.280321,	0.092600
-22.920626,	0.092800
-23.487049,	0.093000
-24.102727,	0.093200
-24.792286,	0.093400
-25.309455,	0.093600
-25.937447,	0.093800
-26.590065,	0.094000
-27.181115,	0.094200
-27.784479,	0.094400
-28.437098,	0.094600
-29.003521,	0.094800
-29.631512,	0.095000
-30.247190,	0.095200
-30.850554,	0.095400
-31.453918,	0.095600
-32.094223,	0.095800
-32.734527,	0.096000
-33.276324,	0.096200
-33.928942,	0.096400
-34.556933,	0.096600
-35.123356,	0.096800
-35.751347,	0.097000
-36.367025,	0.097200
-37.081210,	0.097400
-37.659947,	0.097600
-38.226371,	0.097800
-38.891302,	0.098000
-39.482353,	0.098200
-40.110344,	0.098400
-40.738334,	0.098600
-41.317071,	0.098800
-41.969689,	0.099000
-42.585367,	0.099200
-43.213358,	0.099400
-43.829035,	0.099600
-44.444712,	0.099800
-45.134271,	0.100000
-45.688380,	0.100200
-46.365626,	0.100400
-46.956676,	0.100600
-47.523099,	0.100800
-48.188030,	0.101000
-48.828335,	0.101200
-49.493266,	0.101400
-50.047376,	0.101600
-50.687680,	0.101800
-51.352611,	0.102000
-51.955975,	0.102200
-52.571652,	0.102400
-53.261211,	0.102600
-53.827634,	0.102800
-54.443311,	0.103000
-55.095929,	0.103200
-55.723920,	0.103400
-56.376537,	0.103600
-56.992215,	0.103800
-57.644832,	0.104000
-58.248196,	0.104200
-58.863873,	0.104400
-59.528804,	0.104600
-60.156795,	0.104800
-60.809413,	0.105000
-61.400463,	0.105200
-62.090021,	0.105400
-62.668757,	0.105600
-63.321375,	0.105800
-63.949366,	0.106000
-64.589670,	0.106200
-65.205347,	0.106400
-65.857965,	0.106600
-66.535209,	0.106800
-67.113946,	0.107000
-67.766563,	0.107200
-68.394554,	0.107400
-69.034858,	0.107600
-69.675162,	0.107800
-70.315466,	0.108000
-70.980397,	0.108200
-71.571447,	0.108400
-72.236378,	0.108600
-72.888996,	0.108800
-73.516986,	0.109000
-74.181917,	0.109200
-74.797594,	0.109400
-75.474839,	0.109600
-76.041262,	0.109800
-76.718506,	0.110000
-77.358810,	0.110200
-78.011428,	0.110400
-78.627105,	0.110600
-79.304349,	0.110800
-79.969280,	0.111000
-80.572643,	0.111200
-81.237574,	0.111400
-81.853251,	0.111600
-82.518182,	0.111800
-83.170800,	0.112000
-83.872671,	0.112200
-84.476035,	0.112400
-85.104025,	0.112600
-85.768956,	0.112800
-86.396946,	0.113000
-87.123445,	0.113200
-87.689867,	0.113400
-88.354798,	0.113600
-88.982789,	0.113800
-89.660033,	0.114000
-90.312650,	0.114200
-90.965268,	0.114400
-91.605572,	0.114600
-92.295130,	0.114800
-92.923120,	0.115000
-93.563424,	0.115200
-94.240668,	0.115400
-94.893285,	0.115600
-95.545903,	0.115800
-96.198520,	0.116000
-96.875764,	0.116200
-97.491441,	0.116400
-98.156372,	0.116600
-98.784362,	0.116800
-99.461606,	0.117000
-100.077283,	0.117200
-100.754527,	0.117400
-101.456399,	0.117600
-102.084389,	0.117800
-102.749320,	0.118000
-103.401937,	0.118200
-104.042241,	0.118400
-104.719485,	0.118600
-105.372102,	0.118800
-106.061660,	0.119000
-106.701964,	0.119200
-107.354581,	0.119400
-108.007198,	0.119600
-108.684442,	0.119800
-109.349373,	0.120000
-110.001990,	0.120200
-110.666921,	0.120400
-111.331852,	0.120600
-111.984469,	0.120800
-112.637086,	0.121000
-113.302017,	0.121200
-113.991575,	0.121400
-114.693446,	0.121600
-115.395317,	0.121800
-115.974053,	0.122000
-116.651297,	0.122200
-117.316228,	0.122400
-117.956532,	0.122600
-118.646089,	0.122800
-119.335647,	0.123000
-119.975951,	0.123200
-120.665508,	0.123400
-121.305812,	0.123600
-121.970743,	0.123800
-122.672614,	0.124000
-123.325231,	0.124200
-123.990162,	0.124400
-124.655092,	0.124600
-125.344650,	0.124800
-126.021894,	0.125000
-126.674511,	0.125200
-127.351755,	0.125400
-128.041313,	0.125600
-128.706244,	0.125800
-129.358861,	0.126000
-130.036105,	0.126200
-130.701036,	0.126400
-131.390593,	0.126600
-132.067837,	0.126800
-132.757395,	0.127000
-133.397699,	0.127200
-134.099570,	0.127400
-134.776814,	0.127600
-135.441744,	0.127800
-136.118989,	0.128000
-136.820860,	0.128200
-137.485790,	0.128400
-138.150721,	0.128600
-138.840279,	0.128800
-139.517523,	0.129000
-140.194767,	0.129200
-140.859697,	0.129400
-141.573882,	0.129600
-142.238813,	0.129800
-142.928370,	0.130000
-143.593301,	0.130200
-144.295172,	0.130400
-144.947789,	0.130600
-145.637347,	0.130800
-146.351531,	0.131000
-146.979521,	0.131200
-147.681392,	0.131400
-148.358637,	0.131600
-149.023567,	0.131800
-149.725438,	0.132000
-150.390369,	0.132200
-151.153808,	0.132400
-151.769484,	0.132600
-152.471355,	0.132800
-153.123972,	0.133000
-153.825843,	0.133200
-154.540028,	0.133400
-155.192645,	0.133600
-155.894516,	0.133800
-156.584074,	0.134000
-157.261318,	0.134200
-157.938562,	0.134400
-158.628120,	0.134600
-159.317677,	0.134800
-160.044176,	0.135000
-160.721420,	0.135200
-161.398664,	0.135400
-162.088221,	0.135600
-162.777779,	0.135800
-163.467337,	0.136000
-164.156894,	0.136200
-164.871079,	0.136400
-165.536009,	0.136600
-166.237881,	0.136800
-166.952065,	0.137000
-167.653937,	0.137200
-168.306554,	0.137400
-169.020738,	0.137600
-169.734923,	0.137800
-170.399854,	0.138000
-171.089411,	0.138200
-171.778969,	0.138400
-172.579348,	0.138600
-173.182711,	0.138800
-173.859955,	0.139000
-174.586454,	0.139200
-175.239071,	0.139400
-175.965569,	0.139600
-176.667440,	0.139800
-177.381625,	0.140000
-178.058869,	0.140200
-178.822308,	0.140400
-179.487238,	0.140600
-180.139855,	0.140800
-180.841727,	0.141000
-181.531284,	0.141200
-182.245469,	0.141400
-182.984281,	0.141600
-183.686152,	0.141800
-184.363396,	0.142000
-185.065267,	0.142200
-185.804079,	0.142400
-186.469010,	0.142600
-187.183195,	0.142800
-187.909693,	0.143000
-188.599251,	0.143200
-189.325749,	0.143400
-190.027620,	0.143600
-190.704864,	0.143800
-191.431363,	0.144000
-192.133234,	0.144200
-192.884359,	0.144400
-193.561604,	0.144600
-194.226534,	0.144800
-194.989973,	0.145000
-195.679531,	0.145200
-196.393716,	0.145400
-197.107901,	0.145600
-197.834399,	0.145800
-198.462389,	0.146000
-199.213515,	0.146200
-199.915386,	0.146400
-200.617257,	0.146600
-201.331442,	0.146800
-202.008686,	0.147000
-202.784439,	0.147200
-203.523251,	0.147400
-204.200495,	0.147600
-204.865426,	0.147800
-205.567297,	0.148000
-206.343050,	0.148200
-207.094175,	0.148400
-207.759106,	0.148600
-208.460977,	0.148800
-209.138222,	0.149000
-209.889347,	0.149200
-210.652786,	0.149400
-211.354658,	0.149600
-212.081156,	0.149800
-212.733774,	0.150000
-213.497213,	0.150200
-214.223711,	0.150400
-214.913269,	0.150600
-215.615141,	0.150800
-216.366266,	0.151000
-217.105078,	0.151200
-217.806950,	0.151400
-218.545762,	0.151600
-219.247633,	0.151800
-219.986445,	0.152000
-220.688317,	0.152200
-221.451756,	0.152400
-222.165941,	0.152600
-222.880126,	0.152800
-223.581998,	0.153000
-224.283869,	0.153200
-225.059622,	0.153400
-225.835375,	0.153600
-226.500306,	0.153800
-227.226805,	0.154000
-227.904049,	0.154200
-228.667488,	0.154400
-229.529436,	0.154600
-230.108172,	0.154800
-230.834671,	0.155000
-231.573483,	0.155200
-232.287668,	0.155400
-233.038794,	0.155600
-233.765293,	0.155800
-234.528732,	0.156000
-235.230604,	0.156200
-235.957103,	0.156400
-236.720542,	0.156600
-237.410100,	0.156800
-238.148913,	0.157000
-238.949293,	0.157200
-239.651164,	0.157400
-240.328409,	0.157600
-241.153416,	0.157800
-241.818347,	0.158000
-242.557160,	0.158200
-243.308286,	0.158400
-244.034785,	0.158600
-244.748970,	0.158800
-245.475469,	0.159000
-246.325103,	0.159200
-246.977721,	0.159400
-247.704220,	0.159600
-248.443033,	0.159800
-249.194159,	0.160000
-249.945285,	0.160200
-250.721038,	0.160400
-251.336715,	0.160600
-252.174036,	0.160800
-252.851281,	0.161000
-253.590093,	0.161200
-254.390474,	0.161400
-255.116973,	0.161600
-255.905040,	0.161800
-256.545344,	0.162000
-257.321097,	0.162200
-258.133791,	0.162400
-258.798722,	0.162600
-259.574476,	0.162800
-260.300975,	0.163000
-261.089042,	0.163200
-261.729346,	0.163400
-262.542040,	0.163600
-263.330107,	0.163800
-264.044293,	0.164000
-264.795419,	0.164200
-265.509605,	0.164400
-266.285358,	0.164600
-267.011858,	0.164800
-267.775298,	0.165000
-268.563365,	0.165200
-269.240610,	0.165400
-269.991736,	0.165600
-270.755176,	0.165800
-271.481676,	0.166000
-272.220489,	0.166200
-273.045497,	0.166400
-273.747369,	0.166600
-274.473868,	0.166800
-275.261936,	0.167000
-276.000749,	0.167200
-276.739562,	0.167400
-277.490688,	0.167600
-278.217188,	0.167800
-279.017569,	0.168000
-279.707127,	0.168200
-280.384373,	0.168400
-281.270949,	0.168600
-281.985135,	0.168800
-282.760888,	0.169000
-283.438134,	0.169200
-284.226201,	0.169400
-284.965015,	0.169600
-285.765396,	0.169800
-286.602717,	0.170000
-287.267649,	0.170200
-288.018776,	0.170400
-288.757589,	0.170600
-289.521030,	0.170800
-290.235216,	0.171000
-291.084851,	0.171200
-291.811351,	0.171400
-292.685614,	0.171600
-293.350546,	0.171800
-294.040105,	0.172000
-294.840486,	0.172200
-295.554673,	0.172400
-296.404308,	0.172600
-297.192376,	0.172800
-297.931190,	0.173000
-298.694630,	0.173200
-299.408817,	0.173400
-300.147630,	0.173600
-300.923385,	0.173800
-301.723766,	0.174000
-302.474893,	0.174200
-303.275275,	0.174400
-304.001775,	0.174600
-304.740589,	0.174800
-305.479402,	0.175000
-306.279784,	0.175200
-307.080165,	0.175400
-307.905174,	0.175600
-308.582420,	0.175800
-309.370488,	0.176000
-310.084675,	0.176200
-310.909684,	0.176400
-311.599243,	0.176600
-312.424252,	0.176800
-313.224634,	0.177000
-314.037329,	0.177200
-314.776143,	0.177400
-315.551898,	0.177600
-316.303026,	0.177800
-317.041840,	0.178000
-317.829908,	0.178200
-318.605663,	0.178400
-319.381418,	0.178600
-320.132545,	0.178800
-320.908300,	0.179000
-321.671742,	0.179200
-322.435183,	0.179400
-323.173997,	0.179600
-323.999007,	0.179800
-324.787075,	0.180000
-325.661339,	0.180200
-326.338585,	0.180400
-327.200535,	0.180600
-327.890095,	0.180800
-328.739732,	0.181000
-329.367724,	0.181200
-330.278929,	0.181400
-331.005429,	0.181600
-331.805812,	0.181800
-332.593881,	0.182000
-333.320382,	0.182200
-334.120764,	0.182400
-334.859579,	0.182600
-335.659961,	0.182800
-336.472657,	0.183000
-337.273040,	0.183200
-338.073422,	0.183400
-338.787610,	0.183600
-339.600306,	0.183800
-340.326807,	0.184000
-341.176444,	0.184200
-341.902946,	0.184400
-342.777210,	0.184600
-343.626847,	0.184800
-344.304094,	0.185000
-345.042909,	0.185200
-345.855605,	0.185400
-346.619047,	0.185600
-347.357862,	0.185800
-348.121305,	0.186000
-348.946315,	0.186200
-349.709757,	0.186400
-350.596335,	0.186600
-351.298210,	0.186800
-352.147847,	0.187000
-352.935917,	0.187200
-353.723986,	0.187400
-354.548996,	0.187600
-355.263185,	0.187800
-356.100509,	0.188000
-356.863951,	0.188200
-357.750530,	0.188400
-358.464718,	0.188600
-359.215847,	0.188800
-359.979289,	0.189000
-360.804300,	0.189200
-361.555429,	0.189400
-362.368126,	0.189600
-363.205450,	0.189800
-364.042775,	0.190000
-364.867786,	0.190200
-365.532720,	0.190400
-366.345417,	0.190600
-367.108860,	0.190800
-367.970811,	0.191000
-368.820450,	0.191200
-369.510011,	0.191400
-370.335022,	0.191600
-371.172347,	0.191800
-371.997358,	0.192000
-372.748487,	0.192200
-373.635066,	0.192400
-374.398510,	0.192600
-375.112698,	0.192800
-375.826887,	0.193000
-376.701153,	0.193200
-377.575419,	0.193400
-378.388116,	0.193600
-379.225441,	0.193800
-379.902690,	0.194000
-380.826210,	0.194200
-381.540399,	0.194400
-382.402351,	0.194600
-383.141168,	0.194800
-383.990806,	0.195000
-384.865072,	0.195200
-385.616202,	0.195400
-386.416587,	0.195600
-387.180031,	0.195800
-388.115865,	0.196000
-388.879309,	0.196200
-389.642753,	0.196400
-390.344628,	0.196600
-391.366658,	0.196800
-392.043907,	0.197000
-392.930487,	0.197200
-393.583108,	0.197400
-394.506629,	0.197600
-395.319328,	0.197800
-396.070458,	0.198000
-396.957039,	0.198200
-397.745110,	0.198400
-398.607063,	0.198600
-399.358194,	0.198800
-400.294029,	0.199000
-400.934337,	0.199200
-401.697781,	0.199400
-402.658243,	0.199600
-403.409374,	0.199800
-404.148191,	0.200000
-405.120967,	0.200200
-405.896726,	0.200400
-406.721738,	0.200600
-407.571378,	0.200800
-408.285568,	0.201000
-409.135208,	0.201200
-409.935594,	0.201400
-410.785234,	0.201600
-411.536365,	0.201800
-412.447574,	0.202000
-413.174078,	0.202200
-413.974463,	0.202400
-414.984181,	0.202600
-415.673744,	0.202800
-416.474130,	0.203000
-417.496161,	0.203200
-418.173411,	0.203400
-418.949170,	0.203600
-419.798811,	0.203800
-420.549942,	0.204000
-421.436524,	0.204200
-422.212283,	0.204400
-422.889533,	0.204600
-423.837682,	0.204800
-424.736578,	0.205000
-425.623160,	0.205200
-426.361978,	0.205400
-427.174678,	0.205600
-428.098201,	0.205800
-428.886274,	0.206000
-429.711288,	0.206200
-430.499361,	0.206400
-431.287434,	0.206600
-432.186330,	0.206800
-432.814325,	0.207000
-433.811731,	0.207200
-434.575176,	0.207400
-435.535641,	0.207600
-436.262146,	0.207800
-437.087160,	0.208000
-437.973743,	0.208200
-438.724875,	0.208400
-439.709967,	0.208600
-440.411845,	0.208800
-441.359996,	0.209000
-442.123442,	0.209200
-443.059280,	0.209400
-443.650335,	0.209600
-444.598486,	0.209800
-445.386560,	0.210000
-446.137693,	0.210200
-446.962708,	0.210400
-447.812350,	0.210600
-448.723560,	0.210800
-449.523948,	0.211000
-450.435159,	0.211200
-451.223233,	0.211400
-452.208326,	0.211600
-452.922518,	0.211800
-453.821415,	0.212000
-524.354255,	0.212200
-529.021160,	0.212400
-529.021160,	0.212600
-529.021160,	0.212800
-529.021160,	0.213000
-529.021160,	0.213200
-529.021160,	0.213400
-529.021160,	0.213600
-529.021160,	0.213800
-529.021160,	0.214000
-529.021160,	0.214200
-529.021160,	0.214400
-529.021160,	0.214600
-529.021160,	0.214800
-529.033474,	0.215000
-529.021160,	0.215200
-529.021160,	0.215400
-529.021160,	0.215600
-529.033474,	0.215800
-529.021160,	0.216000
-529.021160,	0.216200
-529.021160,	0.216400
-529.021160,	0.216600
-529.021160,	0.216800
-529.033474,	0.217000
-529.021160,	0.217200
-529.021160,	0.217400
-529.021160,	0.217600
-529.033474,	0.217800
-529.033474,	0.218000
-529.021160,	0.218200
-529.021160,	0.218400
-529.021160,	0.218600
-529.021160,	0.218800
-529.021160,	0.219000
-529.033474,	0.219200
-529.021160,	0.219400
-529.021160,	0.219600
-529.021160,	0.219800
-529.033474,	0.220000
-529.021160,	0.220200
-529.021160,	0.220400
-529.021160,	0.220600
-529.021160,	0.220800
-529.021160,	0.221000
-529.021160,	0.221200
-529.021160,	0.221400
-529.033474,	0.221600
-529.021160,	0.221800
-529.021160,	0.222000
-529.021160,	0.222200
-529.021160,	0.222400
-529.021160,	0.222600
-529.021160,	0.222800
-529.021160,	0.223000
-529.021160,	0.223200
-529.021160,	0.223400
-529.021160,	0.223600
-529.021160,	0.223800
-529.021160,	0.224000
-529.021160,	0.224200
-529.021160,	0.224400
-529.008846,	0.224600
-529.021160,	0.224800
-529.021160,	0.225000
-529.021160,	0.225200
-529.021160,	0.225400
-529.021160,	0.225600
-529.021160,	0.225800
-529.021160,	0.226000
-529.021160,	0.226200
-529.021160,	0.226400
-529.021160,	0.226600
-529.021160,	0.226800
-529.021160,	0.227000
-529.021160,	0.227200
-529.021160,	0.227400
-529.021160,	0.227600
-529.033474,	0.227800
-529.021160,	0.228000
-529.021160,	0.228200
-529.033474,	0.228400
-529.021160,	0.228600
-529.021160,	0.228800
-529.021160,	0.229000
-529.021160,	0.229200
-529.021160,	0.229400
-529.021160,	0.229600
-529.033474,	0.229800
-529.033474,	0.230000
-529.021160,	0.230200
-529.021160,	0.230400
-529.021160,	0.230600
-529.021160,	0.230800
-529.021160,	0.231000
-529.021160,	0.231200
-529.021160,	0.231400
-529.021160,	0.231600
-529.021160,	0.231800
-529.021160,	0.232000
-529.021160,	0.232200
-529.021160,	0.232400
-529.033474,	0.232600
-529.033474,	0.232800
-529.021160,	0.233000
-529.021160,	0.233200
-529.021160,	0.233400
-529.021160,	0.233600
-529.021160,	0.233800
-529.021160,	0.234000
-529.021160,	0.234200
-529.021160,	0.234400
-529.021160,	0.234600
-529.021160,	0.234800
-529.021160,	0.235000
-529.021160,	0.235200
-529.021160,	0.235400
-529.021160,	0.235600
-529.021160,	0.235800
-529.021160,	0.236000
-529.021160,	0.236200
-529.021160,	0.236400
-529.021160,	0.236600
-529.021160,	0.236800
-529.021160,	0.237000
-529.021160,	0.237200
-529.021160,	0.237400
-529.021160,	0.237600
-529.021160,	0.237800
-529.021160,	0.238000
-529.021160,	0.238200
-529.021160,	0.238400
-529.021160,	0.238600
