g = m/s²
Experimental Value of acceleration	Accepted Value of acceleration
174.762104,	0.019600
174.294183,	0.019800
173.801636,	0.020000
173.284461,	0.020200
172.841168,	0.020400
172.373248,	0.020600
171.942269,	0.020800
171.425094,	0.021000
170.969488,	0.021200
170.476941,	0.021400
170.058275,	0.021600
169.516473,	0.021800
169.097808,	0.022000
168.629888,	0.022200
168.075772,	0.022400
167.607852,	0.022600
167.078364,	0.022800
166.684326,	0.023000
166.142524,	0.023200
165.760800,	0.023400
165.206685,	0.023600
164.701824,	0.023800
164.246218,	0.024000
163.778298,	0.024200
163.335005,	0.024400
162.854772,	0.024600
162.362225,	0.024800
161.931246,	0.025000
161.377131,	0.025200
160.872270,	0.025400
160.416664,	0.025600
159.911803,	0.025800
159.468511,	0.026000
158.951337,	0.026200
158.471103,	0.026400
158.027811,	0.026600
157.486010,	0.026800
157.055031,	0.027000
156.562484,	0.027200
156.094565,	0.027400
155.368058,	0.027600
155.109471,	0.027800
154.567669,	0.028000
154.124377,	0.028200
153.496380,	0.028400
153.102343,	0.028600
152.683678,	0.028800
152.154190,	0.029000
151.673957,	0.029200
151.119842,	0.029400
150.639609,	0.029600
150.196317,	0.029800
149.679143,	0.030000
149.186597,	0.030200
148.706364,	0.030400
148.176876,	0.030600
147.684330,	0.030800
147.228724,	0.031000
146.723864,	0.031200
146.219004,	0.031400
145.775712,	0.031600
145.258538,	0.031800
144.704423,	0.032000
144.224191,	0.032200
143.731644,	0.032400
143.288352,	0.032600
142.771179,	0.032800
142.229378,	0.033000
141.773772,	0.033200
140.887189,	0.033400
140.714798,	0.033600
140.160683,	0.033800
139.742019,	0.034000
139.175591,	0.034200
138.756926,	0.034400
138.215126,	0.034600
137.661011,	0.034800
137.205406,	0.035000
136.712860,	0.035200
136.183373,	0.035400
135.703140,	0.035600
135.235221,	0.035800
134.779616,	0.036000
134.139306,	0.036200
133.732956,	0.036400
133.215782,	0.036600
132.723236,	0.036800
132.156808,	0.037000
131.664262,	0.037200
131.220971,	0.037400
130.605289,	0.037600
130.161997,	0.037800
129.632510,	0.038000
129.189219,	0.038200
128.622791,	0.038400
128.105618,	0.038600
127.650013,	0.038800
126.911194,	0.039000
126.591040,	0.039200
126.073866,	0.039400
125.593634,	0.039600
125.039520,	0.039800
124.534661,	0.040000
124.042115,	0.040200
123.500315,	0.040400
122.995455,	0.040600
122.502910,	0.040800
121.936482,	0.041000
121.480877,	0.041200
120.976018,	0.041400
120.397277,	0.041600
119.830850,	0.041800
119.387559,	0.042000
118.845758,	0.042200
118.365527,	0.042400
117.848354,	0.042600
117.318867,	0.042800
116.801694,	0.043000
116.235267,	0.043200
115.767349,	0.043400
115.250176,	0.043600
114.769944,	0.043800
114.203517,	0.044000
113.686344,	0.044200
113.181485,	0.044400
112.036317,	0.044600
112.122513,	0.044800
111.605340,	0.045000
111.051227,	0.045200
110.558681,	0.045400
110.004568,	0.045600
109.475082,	0.045800
108.994850,	0.046000
108.489991,	0.046200
107.935878,	0.046400
107.381765,	0.046600
106.864592,	0.046800
106.335106,	0.047000
105.854875,	0.047200
105.263820,	0.047400
104.771275,	0.047600
104.254103,	0.047800
103.675362,	0.048000
103.244385,	0.048200
102.677959,	0.048400
102.123845,	0.048600
101.557419,	0.048800
101.052560,	0.049000
100.560015,	0.049200
100.018215,	0.049400
99.451789,	0.049600
98.946930,	0.049800
98.232740,	0.050000
97.875645,	0.050200
97.370786,	0.050400
96.804360,	0.050600
96.324128,	0.050800
95.733075,	0.051000
95.240530,	0.051200
94.674103,	0.051400
94.132304,	0.051600
93.639759,	0.051800
93.024078,	0.052000
92.556161,	0.052200
92.038989,	0.052400
91.398680,	0.052600
90.930763,	0.052800
90.388964,	0.053000
89.834851,	0.053200
89.329993,	0.053400
88.763566,	0.053600
88.234081,	0.053800
87.630714,	0.054000
87.175110,	0.054200
86.620997,	0.054400
86.042257,	0.054600
85.549713,	0.054800
84.958659,	0.055000
84.466115,	0.055200
83.924316,	0.055400
83.382517,	0.055600
82.828404,	0.055800
82.286605,	0.056000
81.757120,	0.056200
81.215321,	0.056400
80.575013,	0.056600
80.094783,	0.056800
79.552984,	0.057000
79.023499,	0.057200
78.481700,	0.057400
77.902960,	0.057600
77.398102,	0.057800
76.831676,	0.058000
76.265250,	0.058200
75.748079,	0.058400
75.181653,	0.058600
74.652168,	0.058800
74.048801,	0.059000
73.482375,	0.059200
72.952890,	0.059400
72.423405,	0.059600
71.869293,	0.059800
71.339808,	0.060000
70.761068,	0.060200
70.231584,	0.060400
69.652844,	0.060600
69.098732,	0.060800
68.556934,	0.061000
68.015135,	0.061200
67.473337,	0.061400
66.894597,	0.061600
66.278917,	0.061800
65.798687,	0.062000
65.256888,	0.062200
64.678149,	0.062400
64.136351,	0.062600
63.545298,	0.062800
63.040440,	0.063000
62.437074,	0.063200
61.833708,	0.063400
61.316537,	0.063600
60.774738,	0.063800
60.183686,	0.064000
59.629574,	0.064200
59.100089,	0.064400
58.509037,	0.064600
57.905670,	0.064800
57.351559,	0.065000
56.834388,	0.065200
56.255649,	0.065400
55.122798,	0.065600
55.110484,	0.065800
54.568686,	0.066000
53.977634,	0.066200
53.460463,	0.066400
52.894038,	0.066600
52.352240,	0.066800
51.761187,	0.067000
51.157821,	0.067200
50.616023,	0.067400
50.061912,	0.067600
49.458546,	0.067800
48.916748,	0.068000
48.325695,	0.068200
47.796211,	0.068400
47.229786,	0.068600
46.651047,	0.068800
46.096936,	0.069000
45.468943,	0.069200
44.877891,	0.069400
44.348406,	0.069600
43.757354,	0.069800
43.203243,	0.070000
42.661445,	0.070200
42.095020,	0.070400
41.294637,	0.070600
40.925229,	0.070800
40.358804,	0.071000
39.730812,	0.071200
39.225955,	0.071400
38.634903,	0.071600
38.068478,	0.071800
37.477426,	0.072000
36.861746,	0.072200
36.332262,	0.072400
35.753524,	0.072600
35.162472,	0.072800
34.608361,	0.073000
34.004995,	0.073200
33.426257,	0.073400
32.847519,	0.073600
32.293408,	0.073800
31.677729,	0.074000
31.086677,	0.074200
30.507939,	0.074400
29.929200,	0.074600
29.375089,	0.074800
28.796351,	0.075000
28.192986,	0.075200
27.651188,	0.075400
27.035509,	0.075600
26.432144,	0.075800
25.878033,	0.076000
25.237727,	0.076200
24.708243,	0.076400
24.104878,	0.076600
23.464572,	0.076800
22.947402,	0.077000
22.368664,	0.077200
21.740672,	0.077400
21.211188,	0.077600
20.595509,	0.077800
19.955203,	0.078000
19.425720,	0.078200
18.822355,	0.078400
18.231303,	0.078600
17.677192,	0.078800
17.086141,	0.079000
16.408894,	0.079200
15.879411,	0.079400
15.276046,	0.079600
14.684994,	0.079800
14.130884,	0.080000
13.515205,	0.080200
12.751764,	0.080400
12.333102,	0.080600
11.717424,	0.080800
11.114059,	0.081000
10.572262,	0.081200
9.968897,	0.081400
9.303964,	0.081600
8.774481,	0.081800
8.183429,	0.082000
7.530810,	0.082200
6.989013,	0.082400
6.373335,	0.082600
5.720716,	0.082800
5.178919,	0.083000
4.587868,	0.083200
3.972190,	0.083400
3.356511,	0.083600
2.790087,	0.083800
2.174409,	0.084000
1.620299,	0.084200
1.004620,	0.084400
0.376628,	0.084600
-0.189795,	0.084800
-0.793160,	0.085000
-1.962949,	0.085200
-1.975262,	0.085400
-2.590940,	0.085600
-3.218932,	0.085800
-3.760729,	0.086000
-4.401034,	0.086200
-5.053653,	0.086400
-5.607763,	0.086600
-6.198814,	0.086800
-6.802179,	0.087000
-7.417857,	0.087200
-8.021221,	0.087400
-8.649213,	0.087600
-9.252577,	0.087800
-9.855942,	0.088000
-10.422365,	0.088200
-11.062670,	0.088400
-11.666035,	0.088600
-12.269399,	0.088800
-12.909704,	0.089000
-13.488442,	0.089200
-14.116433,	0.089400
-14.707484,	0.089600
-15.298535,	0.089800
-15.914212,	0.090000
-16.554517,	0.090200
-17.157882,	0.090400
-17.761246,	0.090600
-18.376924,	0.090800
-19.029542,	0.091000
-19.583652,	0.091200
-20.223957,	0.091400
-20.851949,	0.091600
-21.467626,	0.091800
-22.058677,	0.092000
-22.772863,	0.092200
-23.302346,	0.092400
-23.905710,	0.092600
-24.521388,	0.092800
-25.137066,	0.093000
-25.765057,	0.093200
-26.417675,	0.093400
-27.008726,	0.093600
-27.612090,	0.093800
-28.215454,	0.094000
-28.855759,	0.094200
-29.483750,	0.094400
-30.062487,	0.094600
-30.702791,	0.094800
-31.318469,	0.095000
-31.946460,	0.095200
-32.574451,	0.095400
-33.177815,	0.095600
-33.830433,	0.095800
-34.421484,	0.096000
-35.086415,	0.096200
-35.665152,	0.096400
-36.293143,	0.096600
-37.007329,	0.096800
-37.573752,	0.097000
-38.177116,	0.097200
-38.842048,	0.097400
-39.408471,	0.097600
-40.048776,	0.097800
-40.664453,	0.098000
-41.304758,	0.098200
-41.945062,	0.098400
-42.560740,	0.098600
-43.188730,	0.098800
-43.804408,	0.099000
-44.457026,	0.099200
-45.072703,	0.099400
-45.725321,	0.099600
-46.340998,	0.099800
-46.956676,	0.100000
-47.621607,	0.100200
-48.200344,	0.100400
-48.828335,	0.100600
-49.505580,	0.100800
-50.133570,	0.101000
-50.761561,	0.101200
-51.364925,	0.101400
-52.017543,	0.101600
-52.645534,	0.101800
-53.273524,	0.102000
-53.926142,	0.102200
-54.566446,	0.102400
-55.182124,	0.102600
-55.810114,	0.102800
-56.475046,	0.103000
-57.103036,	0.103200
-57.718714,	0.103400
-58.950068,	0.103600
-59.048576,	0.103800
-59.639626,	0.104000
-60.267617,	0.104200
-60.932548,	0.104400
-61.572852,	0.104600
-62.225470,	0.104800
-62.853461,	0.105000
-63.518392,	0.105200
-64.134069,	0.105400
-64.774373,	0.105600
-65.500872,	0.105800
-66.030354,	0.106000
-66.682972,	0.106200
-67.397157,	0.106400
-67.988207,	0.106600
-68.628511,	0.106800
-69.256502,	0.107000
-69.933746,	0.107200
-70.561737,	0.107400
-71.214354,	0.107600
-71.879286,	0.107800
-72.642725,	0.108000
-73.147580,	0.108200
-73.800198,	0.108400
-74.452815,	0.108600
-75.093119,	0.108800
-75.745737,	0.109000
-76.398354,	0.109200
-77.038658,	0.109400
-77.678962,	0.109600
-78.319266,	0.109800
-78.971884,	0.110000
-79.710696,	0.110200
-80.301746,	0.110400
-80.917422,	0.110600
-81.606981,	0.110800
-82.259598,	0.111000
-82.899902,	0.111200
-83.552519,	0.111400
-84.217450,	0.111600
-84.870068,	0.111800
-85.498058,	0.112000
-86.175303,	0.112200
-87.123445,	0.112400
-87.468224,	0.112600
-88.133155,	0.112800
-88.785772,	0.113000
-89.475330,	0.113200
-90.078693,	0.113400
-90.743624,	0.113600
-91.408555,	0.113800
-92.110427,	0.114000
-92.713790,	0.114200
-93.440288,	0.114400
-94.105219,	0.114600
-94.720896,	0.114800
-95.373513,	0.115000
-96.026130,	0.115200
-96.703375,	0.115400
-97.405246,	0.115600
-98.045550,	0.115800
-98.673540,	0.116000
-99.363098,	0.116200
-99.991088,	0.116400
-100.668333,	0.116600
-101.345577,	0.116800
-101.985881,	0.117000
-102.675439,	0.117200
-103.340369,	0.117400
-103.992987,	0.117600
-104.670231,	0.117800
-105.310535,	0.118000
-105.975465,	0.118200
-106.640396,	0.118400
-107.317640,	0.118600
-107.982571,	0.118800
-108.635188,	0.119000
-109.312433,	0.119200
-110.001990,	0.119400
-110.666921,	0.119600
-111.356479,	0.119800
-111.984469,	0.120000
-112.661713,	0.120200
-113.363584,	0.120400
-114.003888,	0.120600
-114.693446,	0.120800
-115.924799,	0.121000
-116.060248,	0.121200
-116.700551,	0.121400
-117.390109,	0.121600
-118.030413,	0.121800
-118.769225,	0.122000
-119.397215,	0.122200
-120.062145,	0.122400
-120.800957,	0.122600
-121.441261,	0.122800
-122.106191,	0.123000
-122.783436,	0.123200
-123.448366,	0.123400
-124.150238,	0.123600
-124.802855,	0.123800
-125.480099,	0.124000
-126.181970,	0.124200
-126.859214,	0.124400
-127.511831,	0.124600
-128.226016,	0.124800
-128.878633,	0.125000
-129.715953,	0.125200
-130.257748,	0.125400
-130.947306,	0.125600
-131.599923,	0.125800
-132.289481,	0.126000
-133.003666,	0.126200
-133.643969,	0.126400
-134.358154,	0.126600
-135.035398,	0.126800
-135.712642,	0.127000
-136.389886,	0.127200
-137.067130,	0.127400
-137.769001,	0.127600
-138.446246,	0.127800
-139.172744,	0.128000
-139.825361,	0.128200
-140.477978,	0.128400
-141.192163,	0.128600
-141.906347,	0.128800
-142.558964,	0.129000
-143.248522,	0.129200
-144.258231,	0.129400
-144.639951,	0.129600
-145.317195,	0.129800
-146.006753,	0.130000
-146.683997,	0.130200
-147.435122,	0.130400
-148.063112,	0.130600
-148.777297,	0.130800
-149.429914,	0.131000
-150.156412,	0.131200
-150.932164,	0.131400
-151.535527,	0.131600
-152.249712,	0.131800
-152.914642,	0.132000
-153.591886,	0.132200
-154.306071,	0.132400
-155.007942,	0.132600
-155.685186,	0.132800
-156.411684,	0.133000
-157.101242,	0.133200
-157.827740,	0.133400
-158.443417,	0.133600
-159.145288,	0.133800
-159.871786,	0.134000
-160.561344,	0.134200
-161.263215,	0.134400
-161.965086,	0.134600
-162.691584,	0.134800
-163.393455,	0.135000
-164.058386,	0.135200
-164.784884,	0.135400
-165.474442,	0.135600
-166.163999,	0.135800
-166.890498,	0.136000
-167.580055,	0.136200
-168.281926,	0.136400
-168.959171,	0.136600
-169.673355,	0.136800
-170.436794,	0.137000
-171.089411,	0.137200
-171.791282,	0.137400
-173.034949,	0.137600
-173.195025,	0.137800
-173.884582,	0.138000
-174.623394,	0.138200
-175.300638,	0.138400
-176.014823,	0.138600
-176.765948,	0.138800
-177.418565,	0.139000
-178.132750,	0.139200
-178.846935,	0.139400
-179.598060,	0.139600
-180.262991,	0.139800
-180.952548,	0.140000
-181.691360,	0.140200
-182.442486,	0.140400
-183.095103,	0.140600
-183.821601,	0.140800
-184.511159,	0.141000
-185.249970,	0.141200
-185.976469,	0.141400
-186.801475,	0.141600
-187.404838,	0.141800
-188.082082,	0.142000
-188.808581,	0.142200
-189.559706,	0.142400
-190.273891,	0.142600
-190.975762,	0.142800
-191.665320,	0.143000
-192.391818,	0.143200
-193.106003,	0.143400
-193.857128,	0.143600
-194.546686,	0.143800
-195.285498,	0.144000
-196.036623,	0.144200
-196.701554,	0.144400
-197.452680,	0.144600
-198.129924,	0.144800
-198.893363,	0.145000
-199.595234,	0.145200
-200.334046,	0.145400
-200.986663,	0.145600
-201.725475,	0.145800
-202.476601,	0.146000
-203.203099,	0.146200
-203.892657,	0.146400
-204.606842,	0.146600
-205.357967,	0.146800
-206.096779,	0.147000
-206.774023,	0.147200
-207.537463,	0.147400
-208.214707,	0.147600
-208.965832,	0.147800
-209.692331,	0.148000
-210.455770,	0.148200
-211.133014,	0.148400
-211.859513,	0.148600
-212.586011,	0.148800
-213.361764,	0.149000
-214.075949,	0.149200
-214.802447,	0.149400
-215.516632,	0.149600
-216.267758,	0.149800
-216.957316,	0.150000
-217.696128,	0.150200
-218.447254,	0.150400
-219.161439,	0.150600
-219.912564,	0.150800
-220.577495,	0.151000
-221.365561,	0.151200
-222.190568,	0.151400
-222.818559,	0.151600
-223.557371,	0.151800
-224.296183,	0.152000
-225.034995,	0.152200
-225.773807,	0.152400
-226.524933,	0.152600
-227.226805,	0.152800
-227.953303,	0.153000
-228.679802,	0.153200
-229.972723,	0.153400
-230.182053,	0.153600
-230.920866,	0.153800
-231.622737,	0.154000
-232.398490,	0.154200
-233.100362,	0.154400
-233.863801,	0.154600
-234.627241,	0.154800
-235.316799,	0.155000
-236.104865,	0.155200
-236.794423,	0.155400
-237.496295,	0.155600
-238.333616,	0.155800
-239.047801,	0.156000
-239.786613,	0.156200
-240.550053,	0.156400
-241.276552,	0.156600
-241.953796,	0.156800
-242.791117,	0.157000
-243.640751,	0.157200
-244.182547,	0.157400
-245.044495,	0.157600
-245.721740,	0.157800
-246.472866,	0.158000
-247.248619,	0.158200
-247.962804,	0.158400
-248.726244,	0.158600
-249.465057,	0.158800
-250.240810,	0.159000
-250.905741,	0.159200
-251.656867,	0.159400
-252.469561,	0.159600
-253.208373,	0.159800
-253.959500,	0.160000
-254.710626,	0.160200
-255.461752,	0.160400
-256.175938,	0.160600
-256.939377,	0.160800
-258.035283,	0.161000
-258.453943,	0.161200
-259.217383,	0.161400
-259.980823,	0.161600
-260.658068,	0.161800
-261.507702,	0.162000
-262.209575,	0.162200
-262.985328,	0.162400
-263.699514,	0.162600
-264.499894,	0.162800
-265.201766,	0.163000
-265.965206,	0.163200
-266.704019,	0.163400
-267.504400,	0.163600
-268.230899,	0.163800
-268.994339,	0.164000
-269.794720,	0.164200
-270.484278,	0.164400
-271.284659,	0.164600
-272.195862,	0.164800
-272.786912,	0.165000
-273.550352,	0.165200
-274.289165,	0.165400
-275.077232,	0.165600
-275.816045,	0.165800
-276.616426,	0.166000
-277.379866,	0.166200
-278.094052,	0.166400
-278.919060,	0.166600
-279.645560,	0.166800
-280.396686,	0.167000
-281.184754,	0.167200
-281.923567,	0.167400
-282.748575,	0.167600
-283.475075,	0.167800
-284.238515,	0.168000
-284.977328,	0.168200
-285.765396,	0.168400
-287.021378,	0.168600
-287.292276,	0.168800
-288.080344,	0.169000
-288.893039,	0.169200
-289.631852,	0.169400
-290.395292,	0.169600
-291.158733,	0.169800
-291.909860,	0.170000
-292.697927,	0.170200
-293.510622,	0.170400
-294.249436,	0.170600
-295.012876,	0.170800
-295.776317,	0.171000
-296.564384,	0.171200
-297.327825,	0.171400
-298.078952,	0.171600
-298.891647,	0.171800
-299.716656,	0.172000
-300.603232,	0.172200
-301.194283,	0.172400
-301.994664,	0.172600
-302.721164,	0.172800
-303.521546,	0.173000
-304.297300,	0.173200
-305.109995,	0.173400
-305.873436,	0.173600
-306.661504,	0.173800
-307.437259,	0.174000
-308.139132,	0.174200
-308.927200,	0.174400
-309.678327,	0.174600
-310.515650,	0.174800
-311.266777,	0.175000
-312.067159,	0.175200
-312.818286,	0.175400
-313.569414,	0.175600
-314.369796,	0.175800
-315.145550,	0.176000
-315.884364,	0.176200
-316.721687,	0.176400
-317.472815,	0.176600
-318.334764,	0.176800
-319.036638,	0.177000
-319.837020,	0.177200
-320.625088,	0.177400
-321.400843,	0.177600
-322.164284,	0.177800
-322.940039,	0.178000
-323.752735,	0.178200
-324.540804,	0.178400
-325.291932,	0.178600
-326.080000,	0.178800
-326.843442,	0.179000
-327.631510,	0.179200
-328.394952,	0.179400
-329.306156,	0.179600
-329.958776,	0.179800
-330.796099,	0.180000
-331.522600,	0.180200
-332.298355,	0.180400
-333.098737,	0.180600
-333.886806,	0.180800
-334.662561,	0.181000
-335.475258,	0.181200
-336.361835,	0.181400
-337.063709,	0.181600
-337.925659,	0.181800
-338.639847,	0.182000
-339.440230,	0.182200
-340.191358,	0.182400
-341.004054,	0.182600
-341.730555,	0.182800
-342.580193,	0.183000
-343.910059,	0.183200
-344.082449,	0.183400
-344.944400,	0.183600
-345.720156,	0.183800
-346.582107,	0.184000
-347.308608,	0.184200
-348.084364,	0.184400
-348.872433,	0.184600
-349.672816,	0.184800
-350.497826,	0.185000
-351.261269,	0.185200
-352.123220,	0.185400
-352.849721,	0.185600
-353.674732,	0.185800
-354.425861,	0.186000
-355.263185,	0.186200
-355.952745,	0.186400
-356.851637,	0.186600
-357.824411,	0.186800
-358.415463,	0.187000
-359.265101,	0.187200
-360.053171,	0.187400
-360.890495,	0.187600
-361.653938,	0.187800
-362.454321,	0.188000
-363.242391,	0.188200
-364.018148,	0.188400
-364.892413,	0.188600
-365.717424,	0.188800
-366.493180,	0.189000
-367.330504,	0.189200
-368.155515,	0.189400
-368.931272,	0.189600
-369.743969,	0.189800
-370.458158,	0.190000
-371.270855,	0.190200
-372.058926,	0.190400
-372.859310,	0.190600
-373.696634,	0.190800
-374.484705,	0.191000
-375.358970,	0.191200
-376.147041,	0.191400
-376.959739,	0.191600
-377.723182,	0.191800
-378.671329,	0.192000
-379.385518,	0.192200
-380.210530,	0.192400
-380.986287,	0.192600
-381.835925,	0.192800
-382.636310,	0.193000
-383.436694,	0.193200
-384.298647,	0.193400
-385.086717,	0.193600
-385.874788,	0.193800
-386.601291,	0.194000
-387.475557,	0.194200
-388.239001,	0.194400
-389.137895,	0.194600
-389.864398,	0.194800
-390.714037,	0.195000
-391.539049,	0.195200
-392.302493,	0.195400
-393.226013,	0.195600
-393.977144,	0.195800
-394.839097,	0.196000
-395.590227,	0.196200
-396.427553,	0.196400
-397.227938,	0.196600
-398.052950,	0.196800
-398.853335,	0.197000
-399.678348,	0.197200
-401.020532,	0.197400
-401.291432,	0.197600
-402.079503,	0.197800
-403.027652,	0.198000
-403.815724,	0.198200
-404.566854,	0.198400
-405.490376,	0.198600
-406.253821,	0.198800
-407.165029,	0.199000
-407.903846,	0.199200
-408.716545,	0.199400
-409.541558,	0.199600
-410.329630,	0.199800
-411.216211,	0.200000
-412.016597,	0.200200
-412.890864,	0.200400
-413.703564,	0.200600
-414.676340,	0.200800
-415.390531,	0.201000
-416.314053,	0.201200
-417.077498,	0.201400
-417.939452,	0.201600
-418.739838,	0.201800
-419.589479,	0.202000
-420.426806,	0.202200
-421.288760,	0.202400
-422.138401,	0.202600
-422.951101,	0.202800
-423.800742,	0.203000
-424.613442,	0.203200
-425.450769,	0.203400
-426.288096,	0.203600
-427.150051,	0.203800
-427.999692,	0.204000
-429.169488,	0.204200
-429.723601,	0.204400
-430.548615,	0.204600
-431.422884,	0.204800
-432.223271,	0.205000
-433.085226,	0.205200
-433.984122,	0.205400
-434.784508,	0.205600
-435.646464,	0.205800
-436.459164,	0.206000
-437.358060,	0.206200
-438.207702,	0.206400
-439.081971,	0.206600
-439.906985,	0.206800
-440.781254,	0.207000
-441.593955,	0.207200
-442.492852,	0.207400
-443.441003,	0.207600
-444.204449,	0.207800
-445.078719,	0.208000
-445.952988,	0.208200
-446.778003,	0.208400
-447.676900,	0.208600
-448.575797,	0.208800
-449.388498,	0.209000
-450.373590,	0.209200
-451.100096,	0.209400
-451.949739,	0.209600
-452.787068,	0.209800
-529.021160,	0.210000
-529.021160,	0.210200
-529.033474,	0.210400
-529.021160,	0.210600
-529.021160,	0.210800
-529.033474,	0.211000
-529.021160,	0.211200
-529.021160,	0.211400
-529.021160,	0.211600
-529.021160,	0.211800
-529.033474,	0.212000
-529.021160,	0.212200
-529.021160,	0.212400
-529.021160,	0.212600
-529.021160,	0.212800
-529.033474,	0.213000
-529.021160,	0.213200
-529.021160,	0.213400
-529.021160,	0.213600
-529.021160,	0.213800
-529.021160,	0.214000
-529.021160,	0.214200
-529.021160,	0.214400
-529.021160,	0.214600
-529.021160,	0.214800
-529.021160,	0.215000
-529.021160,	0.215200
-529.021160,	0.215400
-529.021160,	0.215600
-529.021160,	0.215800
-529.021160,	0.216000
-529.021160,	0.216200
-529.021160,	0.216400
-529.021160,	0.216600
-529.021160,	0.216800
-529.021160,	0.217000
-529.021160,	0.217200
-529.021160,	0.217400
-529.021160,	0.217600
-529.021160,	0.217800
-529.021160,	0.218000
-529.021160,	0.218200
-529.021160,	0.218400
-529.021160,	0.218600
-529.021160,	0.218800
-529.021160,	0.219000
-529.008846,	0.219200
-529.021160,	0.219400
-529.021160,	0.219600
-529.021160,	0.219800
-529.021160,	0.220000
-529.021160,	0.220200
-529.021160,	0.220400
-529.021160,	0.220600
-529.021160,	0.220800
-529.021160,	0.221000
-529.008846,	0.221200
-529.021160,	0.221400
-529.021160,	0.221600
-529.021160,	0.221800
-529.021160,	0.222000
-529.021160,	0.222200
-529.021160,	0.222400
-529.021160,	0.222600
-529.021160,	0.222800
-529.021160,	0.223000
-529.021160,	0.223200
-529.021160,	0.223400
-529.021160,	0.223600
-529.021160,	0.223800
-529.021160,	0.224000
-529.021160,	0.224200
-529.021160,	0.224400
-529.021160,	0.224600
-529.033474,	0.224800
-529.033474,	0.225000
-529.021160,	0.225200
-529.021160,	0.225400
-529.033474,	0.225600
-529.033474,	0.225800
-529.021160,	0.226000
-529.021160,	0.226200
-529.021160,	0.226400
-529.021160,	0.226600
-529.021160,	0.226800
-529.021160,	0.227000
-529.021160,	0.227200
-529.021160,	0.227400
-529.033474,	0.227600
-529.021160,	0.227800
-529.021160,	0.228000
-529.021160,	0.228200
-529.021160,	0.228400
-529.021160,	0.228600
-529.021160,	0.228800
-529.021160,	0.229000
-529.021160,	0.229200
-529.021160,	0.229400
-529.021160,	0.229600
-529.033474,	0.229800
-529.021160,	0.230000
-529.021160,	0.230200
-529.033474,	0.230400
-529.021160,	0.230600
-529.021160,	0.230800
-529.021160,	0.231000
-529.021160,	0.231200
-529.021160,	0.231400
-529.021160,	0.231600
-529.021160,	0.231800
-529.021160,	0.232000
-529.021160,	0.232200
-529.021160,	0.232400
-529.021160,	0.232600
-529.021160,	0.232800
-529.021160,	0.233000
-529.021160,	0.233200
-529.021160,	0.233400
-529.021160,	0.233600
-529.033474,	0.233800
-529.021160,	0.234000
-529.021160,	0.234200
-529.021160,	0.234400
-529.008846,	0.234600
-529.008846,	0.234800
-529.021160,	0.235000
-529.021160,	0.235200
-529.021160,	0.235400
-529.021160,	0.235600
-529.021160,	0.235800
-529.021160,	0.236000
-529.021160,	0.236200
-529.021160,	0.236400
-529.021160,	0.236600
-529.021160,	0.236800
-529.021160,	0.237000
-529.021160,	0.237200
-529.021160,	0.237400
-529.021160,	0.237600
-529.021160,	0.237800
-529.021160,	0.238000
-529.021160,	0.238200
-529.021160,	0.238400
-529.021160,	0.238600
