g = m/s²
Experimental Value of acceleration	Accepted Value of acceleration
-86.446200,	0.113600
-87.098818,	0.113800
-87.751435,	0.114000
-88.404052,	0.114200
-89.068983,	0.114400
-89.696974,	0.114600
-90.374218,	0.114800
-90.977581,	0.115000
-91.654826,	0.115200
-92.307443,	0.115400
-92.935433,	0.115600
-93.637305,	0.115800
-94.252982,	0.116000
-94.930226,	0.116200
-95.570530,	0.116400
-96.223147,	0.116600
-96.851137,	0.116800
-97.553009,	0.117000
-98.193312,	0.117200
-98.821303,	0.117400
-99.486233,	0.117600
-100.126537,	0.117800
-100.803782,	0.118000
-101.431772,	0.118200
-102.096703,	0.118400
-102.773947,	0.118600
-103.414251,	0.118800
-104.066868,	0.119000
-104.744112,	0.119200
-105.372102,	0.119400
-106.049347,	0.119600
-106.751218,	0.119800
-107.366894,	0.120000
-108.044139,	0.120200
-108.696756,	0.120400
-109.349373,	0.120600
-110.026617,	0.120800
-110.666921,	0.121000
-111.344165,	0.121200
-112.021410,	0.121400
-112.686340,	0.121600
-113.326644,	0.121800
-114.003888,	0.122000
-114.656505,	0.122200
-115.629274,	0.122400
-115.986367,	0.122600
-116.651297,	0.122800
-117.316228,	0.123000
-117.993472,	0.123200
-118.646089,	0.123400
-119.311020,	0.123600
-120.012891,	0.123800
-120.665508,	0.124000
-121.330439,	0.124200
-121.995370,	0.124400
-122.697241,	0.124600
-123.362172,	0.124800
-124.002475,	0.125000
-124.704346,	0.125200
-125.356963,	0.125400
-126.058835,	0.125600
-126.686825,	0.125800
-127.401009,	0.126000
-128.041313,	0.126200
-128.743184,	0.126400
-129.420428,	0.126600
-130.073045,	0.126800
-130.750290,	0.127000
-131.452161,	0.127200
-132.117091,	0.127400
-132.794336,	0.127600
-133.496207,	0.127800
-134.124197,	0.128000
-134.813754,	0.128200
-135.478685,	0.128400
-136.155929,	0.128600
-136.894741,	0.128800
-137.522731,	0.129000
-138.224602,	0.129200
-138.877219,	0.129400
-139.554463,	0.129600
-140.256334,	0.129800
-140.908951,	0.130000
-141.598509,	0.130200
-142.263440,	0.130400
-142.952997,	0.130600
-143.605614,	0.130800
-144.282858,	0.131000
-144.960103,	0.131200
-145.674287,	0.131400
-146.326904,	0.131600
-147.053402,	0.131800
-147.681392,	0.132000
-148.383264,	0.132200
-149.085135,	0.132400
-149.774692,	0.132600
-150.451936,	0.132800
-151.166121,	0.133000
-151.831052,	0.133200
-152.483669,	0.133400
-153.173226,	0.133600
-153.850470,	0.133800
-154.552342,	0.134000
-155.241899,	0.134200
-155.968397,	0.134400
-156.584074,	0.134600
-157.322886,	0.134800
-158.037070,	0.135000
-158.689687,	0.135200
-159.391559,	0.135400
-160.068803,	0.135600
-160.770674,	0.135800
-161.460231,	0.136000
-162.125162,	0.136200
-162.839347,	0.136400
-163.528904,	0.136600
-164.230775,	0.136800
-164.932647,	0.137000
-165.597577,	0.137200
-166.299448,	0.137400
-167.013633,	0.137600
-167.690877,	0.137800
-168.380435,	0.138000
-169.045365,	0.138200
-169.808804,	0.138400
-170.522989,	0.138600
-171.187919,	0.138800
-171.889791,	0.139000
-172.850246,	0.139200
-173.256592,	0.139400
-173.921523,	0.139600
-174.660335,	0.139800
-175.325265,	0.140000
-176.027136,	0.140200
-176.741321,	0.140400
-177.430879,	0.140600
-178.157377,	0.140800
-178.859248,	0.141000
-179.585747,	0.141200
-180.250677,	0.141400
-180.927921,	0.141600
-181.666733,	0.141800
-182.331664,	0.142000
-183.058162,	0.142200
-183.796974,	0.142400
-184.486532,	0.142600
-185.188403,	0.142800
-185.853333,	0.143000
-186.678340,	0.143200
-187.257076,	0.143400
-187.983574,	0.143600
-188.697759,	0.143800
-189.399630,	0.144000
-190.138442,	0.144200
-190.803373,	0.144400
-191.492930,	0.144600
-192.194802,	0.144800
-192.970554,	0.145000
-193.709366,	0.145200
-194.349670,	0.145400
-195.051541,	0.145600
-195.716472,	0.145800
-196.479911,	0.146000
-197.255663,	0.146200
-197.908280,	0.146400
-198.597838,	0.146600
-199.262769,	0.146800
-200.026208,	0.147000
-200.814274,	0.147200
-201.429950,	0.147400
-202.156449,	0.147600
-202.846007,	0.147800
-203.609446,	0.148000
-204.385198,	0.148200
-204.988561,	0.148400
-205.739687,	0.148600
-206.392304,	0.148800
-207.180370,	0.149000
-207.956123,	0.149200
-208.584113,	0.149400
-209.322925,	0.149600
-209.975542,	0.149800
-210.738981,	0.150000
-211.477793,	0.150200
-212.204292,	0.150400
-212.893850,	0.150600
-213.583407,	0.150800
-214.359160,	0.151000
-215.159540,	0.151200
-215.750589,	0.151400
-216.477088,	0.151600
-217.240527,	0.151800
-217.893145,	0.152000
-218.668897,	0.152200
-219.333828,	0.152400
-220.097267,	0.152600
-220.811452,	0.152800
-221.525637,	0.153000
-222.301390,	0.153200
-222.990948,	0.153400
-223.705133,	0.153600
-224.419318,	0.153800
-225.096563,	0.154000
-225.884629,	0.154200
-226.648068,	0.154400
-227.337626,	0.154600
-228.039498,	0.154800
-228.778310,	0.155000
-229.775707,	0.155200
-230.206681,	0.155400
-230.920866,	0.155600
-231.721246,	0.155800
-232.410804,	0.156000
-233.149616,	0.156200
-233.876115,	0.156400
-234.664181,	0.156600
-235.366053,	0.156800
-236.055611,	0.157000
-236.831364,	0.157200
-237.545549,	0.157400
-238.321302,	0.157600
-239.023174,	0.157800
-239.749673,	0.158000
-240.451545,	0.158200
-241.202670,	0.158400
-242.003051,	0.158600
-242.717236,	0.158800
-243.406794,	0.159000
-244.145607,	0.159200
-244.909046,	0.159400
-245.598604,	0.159600
-246.435925,	0.159800
-247.137797,	0.160000
-247.876610,	0.160200
-248.590795,	0.160400
-249.329608,	0.160600
-250.056107,	0.160800
-250.844173,	0.161000
-251.607613,	0.161200
-252.272544,	0.161400
-253.023670,	0.161600
-253.774796,	0.161800
-254.488982,	0.162000
-255.227795,	0.162200
-256.052802,	0.162400
-256.754674,	0.162600
-257.493487,	0.162800
-258.207672,	0.163000
-258.934171,	0.163200
-259.722238,	0.163400
-260.485678,	0.163600
-261.212177,	0.163800
-261.926363,	0.164000
-262.689803,	0.164200
-263.453243,	0.164400
-264.192056,	0.164600
-264.967809,	0.164800
-265.694308,	0.165000
-266.470062,	0.165200
-267.184247,	0.165400
-267.886120,	0.165600
-268.649560,	0.165800
-269.425313,	0.166000
-270.114872,	0.166200
-270.939880,	0.166400
-271.691006,	0.166600
-272.380565,	0.166800
-273.156318,	0.167000
-273.956699,	0.167200
-274.683199,	0.167400
-275.434325,	0.167600
-276.136198,	0.167800
-276.899638,	0.168000
-277.638451,	0.168200
-278.438832,	0.168400
-279.276153,	0.168600
-279.941085,	0.168800
-280.692212,	0.169000
-281.443338,	0.169200
-282.145211,	0.169400
-282.970219,	0.169600
-283.659778,	0.169800
-284.484786,	0.170000
-285.235913,	0.170200
-286.011667,	0.170400
-286.725853,	0.170600
-287.427725,	0.170800
-288.215793,	0.171000
-289.028488,	0.171200
-289.754987,	0.171400
-290.506114,	0.171600
-291.318809,	0.171800
-292.020682,	0.172000
-292.784122,	0.172200
-293.559876,	0.172400
-294.347944,	0.172600
-295.074444,	0.172800
-295.948707,	0.173000
-296.650579,	0.173200
-297.327825,	0.173400
-298.128206,	0.173600
-298.830079,	0.173800
-299.704342,	0.174000
-300.443156,	0.174200
-301.255851,	0.174400
-301.933097,	0.174600
-302.696537,	0.174800
-303.459978,	0.175000
-304.284987,	0.175200
-305.036114,	0.175400
-305.811868,	0.175600
-306.562996,	0.175800
-307.351064,	0.176000
-308.089878,	0.176200
-308.828691,	0.176400
-309.629073,	0.176600
-310.417141,	0.176800
-311.217523,	0.177000
-311.907083,	0.177200
-312.633583,	0.177400
-313.458592,	0.177600
-314.209719,	0.177800
-315.182491,	0.178000
-315.785856,	0.178200
-316.660119,	0.178400
-317.361993,	0.178600
-318.162374,	0.178800
-318.888875,	0.179000
-319.640003,	0.179200
-320.403444,	0.179400
-321.240767,	0.179600
-322.078089,	0.179800
-322.804590,	0.180000
-323.568032,	0.180200
-324.356100,	0.180400
-325.131855,	0.180600
-325.858356,	0.180800
-326.695679,	0.181000
-327.496061,	0.181200
-328.259502,	0.181400
-329.109139,	0.181600
-329.786386,	0.181800
-330.586768,	0.182000
-331.350210,	0.182200
-332.162906,	0.182400
-332.877093,	0.182600
-333.739043,	0.182800
-334.551739,	0.183000
-335.364435,	0.183200
-336.115564,	0.183400
-336.879005,	0.183600
-337.605506,	0.183800
-338.393575,	0.184000
-339.157017,	0.184200
-339.994341,	0.184400
-340.757783,	0.184600
-341.632047,	0.184800
-342.309294,	0.185000
-343.146617,	0.185200
-343.823864,	0.185400
-344.648874,	0.185600
-345.350748,	0.185800
-346.212699,	0.186000
-347.074650,	0.186200
-347.788838,	0.186400
-348.564594,	0.186600
-349.315722,	0.186800
-350.140733,	0.187000
-350.904175,	0.187200
-351.679931,	0.187400
-352.492627,	0.187600
-353.379206,	0.187800
-354.105707,	0.188000
-354.930718,	0.188200
-355.694160,	0.188400
-356.457603,	0.188600
-357.319554,	0.188800
-357.996801,	0.189000
-358.797185,	0.189200
-359.597568,	0.189400
-360.508774,	0.189600
-361.296844,	0.189800
-362.084914,	0.190000
-362.836043,	0.190200
-363.562545,	0.190400
-364.350615,	0.190600
-365.138685,	0.190800
-365.951382,	0.191000
-366.813333,	0.191200
-367.564463,	0.191400
-368.401787,	0.191600
-369.214485,	0.191800
-369.904046,	0.192000
-370.765998,	0.192200
-371.677204,	0.192400
-372.280570,	0.192600
-373.179463,	0.192800
-373.905966,	0.193000
-374.755604,	0.193200
-375.654497,	0.193400
-376.344058,	0.193600
-377.255265,	0.193800
-377.981767,	0.194000
-378.831406,	0.194200
-379.644104,	0.194400
-380.407547,	0.194600
-381.195618,	0.194800
-381.934434,	0.195000
-382.747132,	0.195200
-383.609085,	0.195400
-384.384842,	0.195600
-385.185226,	0.195800
-386.219569,	0.196000
-386.847563,	0.196200
-387.660261,	0.196400
-388.337510,	0.196600
-389.297971,	0.196800
-390.061415,	0.197000
-390.874114,	0.197200
-391.674498,	0.197400
-392.561078,	0.197600
-393.324522,	0.197800
-394.038712,	0.198000
-395.011487,	0.198200
-395.725677,	0.198400
-396.661512,	0.198600
-397.351074,	0.198800
-398.151459,	0.199000
-399.013412,	0.199200
-399.838425,	0.199400
-400.885082,	0.199600
-401.402254,	0.199800
-402.264208,	0.200000
-403.113847,	0.200200
-403.963487,	0.200400
-404.714618,	0.200600
-405.638140,	0.200800
-406.389270,	0.201000
-407.201970,	0.201200
-407.916160,	0.201400
-408.839681,	0.201600
-409.578499,	0.201800
-410.452766,	0.202000
-411.290093,	0.202200
-412.090479,	0.202400
-412.964746,	0.202600
-413.740505,	0.202800
-414.762536,	0.203000
-415.390531,	0.203200
-416.264798,	0.203400
-417.028243,	0.203600
-417.865570,	0.203800
-418.690584,	0.204000
-419.490970,	0.204200
-420.254415,	0.204400
-421.116369,	0.204600
-422.039892,	0.204800
-422.754083,	0.205000
-423.628351,	0.205200
-424.428737,	0.205400
-425.426142,	0.205600
-426.091078,	0.205800
-427.039228,	0.206000
-427.790360,	0.206200
-428.529178,	0.206400
-429.280310,	0.206600
-430.191520,	0.206800
-431.041161,	0.207000
-431.779979,	0.207200
-432.666562,	0.207400
-433.466948,	0.207600
-434.230394,	0.207800
-435.203172,	0.208000
-436.089755,	0.208200
-436.914769,	0.208400
-437.690529,	0.208600
-438.564798,	0.208800
-439.352871,	0.209000
-440.116317,	0.209200
-440.929018,	0.209400
-441.754033,	0.209600
-442.628302,	0.209800
-443.441003,	0.210000
-444.266018,	0.210200
-445.091032,	0.210400
-446.063811,	0.210600
-446.839571,	0.210800
-447.676900,	0.211000
-448.526542,	0.211200
-449.413125,	0.211400
-450.188886,	0.211600
-450.952332,	0.211800
-451.851229,	0.212000
-452.590049,	0.212200
-453.390437,	0.212400
-529.021160,	0.212600
-529.021160,	0.212800
-529.021160,	0.213000
-529.021160,	0.213200
-529.021160,	0.213400
-529.021160,	0.213600
-529.021160,	0.213800
-529.021160,	0.214000
-529.021160,	0.214200
-529.021160,	0.214400
-529.021160,	0.214600
-529.021160,	0.214800
-529.021160,	0.215000
-529.033474,	0.215200
-529.021160,	0.215400
-529.021160,	0.215600
-529.021160,	0.215800
-529.008846,	0.216000
-529.021160,	0.216200
-529.021160,	0.216400
-529.021160,	0.216600
-529.021160,	0.216800
-529.021160,	0.217000
-529.021160,	0.217200
-529.021160,	0.217400
-529.021160,	0.217600
-529.021160,	0.217800
-529.021160,	0.218000
-529.021160,	0.218200
-529.021160,	0.218400
-529.033474,	0.218600
-529.021160,	0.218800
-529.021160,	0.219000
-529.021160,	0.219200
-529.021160,	0.219400
-529.021160,	0.219600
-529.033474,	0.219800
-529.033474,	0.220000
-529.021160,	0.220200
-529.021160,	0.220400
-529.021160,	0.220600
-529.021160,	0.220800
-529.021160,	0.221000
-529.021160,	0.221200
-529.021160,	0.221400
-529.021160,	0.221600
-529.033474,	0.221800
-529.021160,	0.222000
-529.021160,	0.222200
-529.021160,	0.222400
-529.033474,	0.222600
-529.021160,	0.222800
-529.021160,	0.223000
-529.021160,	0.223200
-529.021160,	0.223400
-529.021160,	0.223600
-529.033474,	0.223800
-529.021160,	0.224000
-529.021160,	0.224200
-529.021160,	0.224400
-529.021160,	0.224600
-529.021160,	0.224800
-529.021160,	0.225000
-529.021160,	0.225200
-529.021160,	0.225400
-529.033474,	0.225600
-529.021160,	0.225800
-529.021160,	0.226000
-529.021160,	0.226200
-529.021160,	0.226400
-529.008846,	0.226600
-529.021160,	0.226800
-529.021160,	0.227000
-529.021160,	0.227200
-529.021160,	0.227400
-529.021160,	0.227600
-529.021160,	0.227800
-529.021160,	0.228000
-529.021160,	0.228200
-529.021160,	0.228400
-529.021160,	0.228600
-529.021160,	0.228800
-529.021160,	0.229000
-529.021160,	0.229200
-529.021160,	0.229400
-529.033474,	0.229600
-529.021160,	0.229800
-529.021160,	0.230000
-529.021160,	0.230200
-529.021160,	0.230400
-529.021160,	0.230600
-529.021160,	0.230800
-529.021160,	0.231000
-529.021160,	0.231200
-529.021160,	0.231400
-529.021160,	0.231600
-529.021160,	0.231800
-529.021160,	0.232000
-529.021160,	0.232200
-529.021160,	0.232400
-529.021160,	0.232600
-529.021160,	0.232800
-529.021160,	0.233000
-529.021160,	0.233200
-529.021160,	0.233400
-529.021160,	0.233600
-529.021160,	0.233800
-529.033474,	0.234000
-529.021160,	0.234200
-529.021160,	0.234400
-529.021160,	0.234600
-529.021160,	0.234800
-529.021160,	0.235000
-529.021160,	0.235200
-529.021160,	0.235400
-529.021160,	0.235600
-529.021160,	0.235800
-529.021160,	0.236000
-529.021160,	0.236200
-529.021160,	0.236400
-529.021160,	0.236600
-529.021160,	0.236800
-529.021160,	0.237000
-529.021160,	0.237200
-529.033474,	0.237400
-529.033474,	0.237600
-529.033474,	0.237800
-529.021160,	0.238000
-529.021160,	0.238200
-529.021160,	0.238400
-529.021160,	0.238600
